Month,Week,Hour,Buy_Energy,Sell_Energy,Power_Consumed,Power_Produced,Power_Purchased,Power_Export,Batt_Discharge,Batt_Charge,Set_point,Outdoor_temp,Indoor_temp,Battery_SOC,Battery_SOH,HP_kW,Scheduled_Loads_kW,WH_kW,AC_kW,NonControllableLoads_kW,EndUseLoads_kW,Primary_DownCap,Primary_UpCap,Primary_UpEnergy,Primary_DownEnergy,Primary_EnergyLosses
1,2,146,0.1,0.03,2.604282655,0,2.604282655,0,0,0,20,-3,19,0.5,0,1.800125484,0,0.242990654,0,0.561166517,2.604282655,2.5,2.5,0.5,0.5,0
1,2,147,0.1,0.03,2.590668539,0,2.590668539,0,0,0,20,-3,19,0.5,0,1.800125484,0,0.242990654,0,0.547552401,2.590668539,2.5,2.5,0.5,0.5,0
1,2,148,0.1,0.03,3.157229255,0,3.157229255,0,0,0,20,-4,19,0.5,0,2.370250111,0,0.242990654,0,0.543988489,3.157229255,2.5,2.5,0.5,0.5,0
1,2,149,0.1,0.03,5.649688114,3.04E-05,5.649657674,0,0,0,20,-4,19.28839681,0.5,0,4.803558084,0,0.242990654,0,0.603139376,5.649688114,2.5,2.5,0.5,0.5,0
1,2,150,0.1,0.03,3.130659066,0.111554452,3.019104614,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,0.842071271,3.130659066,2.5,2.5,0.5,0.5,0
1,2,151,0.1,0.03,3.454957997,0.429120776,3.025837221,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,1.166370202,3.454957997,2.5,2.5,0.5,0.5,0
1,2,152,0.1,0.03,3.423379256,0.928981032,2.494398224,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,1.134791461,3.423379256,2.5,2.5,0.5,0.5,0
1,2,153,0.1,0.03,3.234503037,1.363838064,1.870664973,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,0.945915241,3.234503037,2.5,2.5,0.5,0.5,0
1,2,154,0.1,0.03,3.225398421,1.838928516,1.386469905,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,0.936810626,3.225398421,2.5,2.5,0.5,0.5,0
1,2,155,0.1,0.03,3.24348857,2.055904904,1.187583666,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,0.954900775,3.24348857,2.5,2.5,0.5,0.5,0
1,2,156,0.1,0.03,3.226635046,2.089110064,1.137524982,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,0.938047251,3.226635046,2.5,2.5,0.5,0.5,0
1,2,157,0.1,0.03,3.202329011,2.043023612,1.159305399,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,0.913741216,3.202329011,2.5,2.5,0.5,0.5,0
1,2,158,0.1,0.03,3.205491049,1.97769484,1.227796209,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,0.916903254,3.205491049,2.5,2.5,0.5,0.5,0
1,2,159,0.1,0.03,3.283323762,1.54355574,1.739768022,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,0.994735966,3.283323762,2.5,2.5,0.5,0.5,0
1,2,160,0.1,0.03,3.567449871,1.229734192,2.337715679,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,1.278862076,3.567449871,2.5,2.5,0.5,0.5,0
1,2,161,0.1,0.03,4.173805028,0.778345032,3.395459996,0,0,0,22,-5,21,0.5,0,2.127421027,0,0.242990654,0,1.803393348,4.173805028,2.5,2.5,0.5,0.5,0
1,2,162,0.1,0.03,4.504627172,0.351391484,4.153235688,0,0,0,22,-5,21,0.5,0,2.127421027,0,0.242990654,0,2.134215491,4.504627172,2.5,2.5,0.5,0.5,0
1,2,163,0.1,0.03,4.577398478,0.06946516,4.507933318,0,0,0,22,-6,21,0.5,0,2.209244912,0,0.242990654,0,2.125162911,4.577398478,2.5,2.5,0.5,0.5,0
1,2,164,0.1,0.03,4.411607856,0,4.411607856,0,0,0,22,-6,21,0.5,0,2.209244912,0,0.242990654,0,1.95937229,4.411607856,2.5,2.5,0.5,0.5,0
1,2,165,0.1,0.03,4.06460066,0,4.06460066,0,0,0,22,-4,21,0.5,0,2.045597141,0,0.242990654,0,1.776012865,4.06460066,2.5,2.5,0.5,0.5,0
1,2,166,0.1,0.03,1.673891017,0,1.673891017,0,0,0,22,-4,21,0.5,0,0,0,0.242990654,0,1.430900363,1.673891017,2.5,2.5,0.5,0.5,0
1,2,167,0.1,0.03,1.939420421,0,1.939420421,0,0,0,20,-4,19.79184356,0.5,0,0.606026519,0,0.242990654,0,1.090403247,1.939420421,2.5,2.5,0.5,0.5,0
1,2,168,0.1,0.03,0.751866934,0,0.751866934,0,0,0,20,-4,19,0.5,0,0,0,0,0,0.751866934,0.751866934,2.5,2.5,0.5,0.5,0
