PV_Cap,pBatt_NominalE,pBatt_DischargeCapacity,pBatt_ChargeCapacity,pBatt_DischargeEff,pBatt_ChargeEff,pBatt_CDeg,pBatt_InitialSOC,pBatt_SOCMax,pBatt_SOCMin,pDeadband_HVAC,pCapacitance_HVAC,pResistance_HVAC,pCOP_HVAC,pMaxPower_HVAC,pDeadband_WH,pCapacitance_WH,pResistance_WH,pCOP_WH,pMaxPower_WH,pLoadTime,pFlexWindow,pNumCycles,pMaxLoad,pTotal_SL_kWh
4,0,2.5,2.5,1,1,0.1,0.5,1,0.1,1,2.112155191,4.043944938,2.312957155,5.25704341,4,0.5,116,1,4.539259128,8,6,3,1,1
