0.679603538,0.55528963,0.985602467,0.747563892,0.559236655,,,,
0.55528963,0.50723171,0.679603538,0.610818593,0.509842948,,,,
0.50723171,0.494926073,0.55528963,0.557954881,0.496291477,,,,
0.494926073,0.491704696,0.50723171,0.54441868,0.494375852,,,,
0.491704696,0.545170476,0.494926073,0.540875166,0.549267169,,,,
0.545170476,0.761138161,0.491704696,0.599687524,0.771763673,,,,
0.761138161,1.05426809,0.545170476,0.837251977,1.075429452,,,,
1.05426809,1.025724443,0.761138161,1.159694899,1.058161744,,,,
1.025724443,0.855001485,1.05426809,1.590355781,0.900032543,,,,
0.855001485,0.846771932,1.025724443,1.583674836,0.897688162,,,,
0.846771932,0.863123401,0.855001485,1.266939868,0.915612161,,,,168
0.863123401,0.847889702,0.846771932,1.013551895,0.895700208,,,,
0.847889702,0.825919768,0.863123401,0.810841515,0.8695078,,,,
0.825919768,0.828777896,0.847889702,0.800831127,0.867903468,,,,
0.828777896,0.899129955,0.825919768,0.800831127,0.867903468,,,,
0.899129955,1.155948151,0.828777896,0.800831127,0.911298641,,,,
1.155948151,1.6300657,0.899129955,0.960997352,0.956863573,,,,
1.6300657,1.929091883,1.155948151,1.153196822,1.004706752,,,,
1.929091883,1.920909364,1.6300657,1.383836187,1.05494209,,,,
1.920909364,1.771053202,1.929091883,1.660603424,1.05494209,,,,
1.771053202,1.605316809,1.920909364,1.660603424,1.002194985,,,,
1.605316809,1.293373742,1.771053202,1.32848274,0.952085236,,,,
1.293373742,0.985602467,1.605316809,1.062786192,0.904480974,,,,
0.985602467,0.679603538,1.293373742,1.001137312,0.859256925,,,,
0.679603538,0.55528963,0.985602467,0.747563892,0.559236655,,,,
0.55528963,0.50723171,0.679603538,0.610818593,0.509842948,,,,
0.50723171,0.494926073,0.55528963,0.557954881,0.496291477,,,,
0.494926073,0.491704696,0.50723171,0.54441868,0.494375852,,,,
0.491704696,0.545170476,0.494926073,0.540875166,0.549267169,,,,
0.545170476,0.761138161,0.491704696,0.599687524,0.771763673,,,,
0.761138161,1.05426809,0.545170476,0.837251977,1.075429452,,,,
1.05426809,1.025724443,0.761138161,1.159694899,1.058161744,,,,
1.025724443,0.855001485,1.05426809,1.590355781,0.900032543,,,,
0.855001485,0.846771932,1.025724443,1.583674836,0.897688162,,,,
0.846771932,0.863123401,0.855001485,1.266939868,0.915612161,,,,
0.863123401,0.847889702,0.846771932,1.013551895,0.895700208,,,,
0.847889702,0.825919768,0.863123401,0.810841515,0.8695078,,,,
0.825919768,0.828777896,0.847889702,0.800831127,0.867903468,,,,
0.828777896,0.899129955,0.825919768,0.800831127,0.867903468,,,,
0.899129955,1.155948151,0.828777896,0.800831127,0.911298641,,,,
1.155948151,1.6300657,0.899129955,0.960997352,0.956863573,,,,
1.6300657,1.929091883,1.155948151,1.153196822,1.004706752,,,,
1.929091883,1.920909364,1.6300657,1.383836187,1.05494209,,,,
1.920909364,1.771053202,1.929091883,1.660603424,1.05494209,,,,
1.771053202,1.605316809,1.920909364,1.660603424,1.002194985,,,,
1.605316809,1.293373742,1.771053202,1.32848274,0.952085236,,,,
1.293373742,0.985602467,1.605316809,1.062786192,0.904480974,,,,
0.985602467,0.686177221,1.293373742,1.001137312,0.859256925,,,,
0.686177221,0.559236655,0.985602467,0.754794943,0.559236655,,,,
0.559236655,0.509842948,0.686177221,0.615160321,0.509842948,,,,
0.509842948,0.496291477,0.559236655,0.560827243,0.496291477,,,,
0.496291477,0.494375852,0.509842948,0.545920625,0.494375852,,,,
0.494375852,0.549267169,0.496291477,0.543813437,0.549267169,,,,
0.549267169,0.771763673,0.494375852,0.604193886,0.771763673,,,,
0.771763673,1.075429452,0.549267169,0.84894004,1.075429452,,,,
1.075429452,1.058161744,0.771763673,1.182972397,1.058161744,,,,
1.058161744,0.900032543,1.075429452,1.590355781,0.900032543,,,,
0.900032543,0.897688162,1.058161744,1.583674836,0.897688162,,,,
0.897688162,0.915612161,0.900032543,1.266939868,0.915612161,,,,
0.915612161,0.895700208,0.897688162,1.013551895,0.895700208,,,,
0.895700208,0.8695078,0.915612161,0.810841515,0.8695078,,,,
0.8695078,0.867903468,0.895700208,0.800831127,0.867903468,,,,
0.867903468,0.936188928,0.8695078,0.800831127,0.867903468,,,,
0.936188928,1.191866071,0.867903468,0.800831127,0.911298641,,,,
