Hour,pNonControllableLoad,pPV_Generation,pOtherNonControllableGen,pOutdoorTemp,pSetPoint
4281,4,0.340959516,0,22,20
4282,3.75,0.459732129,0,23,20
4283,3.25,0.513976226,0,24,20
4284,3,0.522277516,0,25,20
4285,3,0.510755903,0,26,20
4286,3,0.49442371,0,27,20
4287,3,0.385888935,0,26,20
4288,3.175,0.307433548,0,27,20
4289,3.35,0.194586258,0,26,20
4290,3.85,0.087847871,0,24,20
4291,4.35,0.01736629,0,22,20
4292,4.55,0,0,22,20
4293,4.35,0,0,21,20
4294,3.85,0,0,19,20
4295,3.35,0,0,19,20
4296,3,0,0,19,20
4297,3,0,0,19,20
4298,2.75,0,0,18,20
4299,2.5,0,0,19,20
4300,2.3,0,0,18,20
4301,2.4,0.00000761,0,19,20
4302,2.6,0.027888613,0,18,20
4303,2.85,0.107280194,0,19,20
4304,3.35,0.232245258,0,19,20
4305,4,0.340959516,0,21,20
4306,3.75,0.459732129,0,23,20
4307,3.25,0.513976226,0,23.5,20
4308,3,0.522277516,0,24,20
4309,3,0.510755903,0,26,20
4310,3,0.49442371,0,26,20
4311,3,0.385888935,0,26,20
4312,3.175,0.307433548,0,25,20
4313,3.35,0.194586258,0,24,20
4314,3.85,0.087847871,0,23,20
4315,4.35,0.01736629,0,22,20
4316,4.55,0,0,21,20
4317,4.35,0,0,21,20
4318,3.85,0,0,20,20
4319,3.35,0,0,19,20
4320,3,0,0,19,20
4321,3,0,0,19,20
4322,2.75,0,0,19,20
4323,2.5,0,0,19,20
4324,2.3,0,0,19,20
4325,2.4,0.00000761,0,19,20
4326,2.6,0.027888613,0,20,20
4327,2.85,0.107280194,0,22,20
4328,3.35,0.232245258,0,24,20
4329,4,0.340959516,0,26,20
4330,3.75,0.459732129,0,26,20
4331,3.25,0.513976226,0,26.5,20
4332,3,0.522277516,0,27,20
4333,3,0.510755903,0,26,20
4334,3,0.49442371,0,24,20
4335,3,0.385888935,0,24,20
4336,3.175,0.307433548,0,24,20
4337,3.35,0.194586258,0,24,20
4338,3.85,0.087847871,0,23,20
4339,4.35,0.01736629,0,22,20
4340,4.55,0,0,21,20
4341,4.35,0,0,21,20
4342,3.85,0,0,20.2,20
4343,3.35,0,0,19.3,20
4344,3,0,0,18.5,20
4345,3,0,0,17.7,20
4346,2.75,0,0,16.9,20
4347,2.5,0,0,16,20
4348,2.3,0,0,15.2,20
4349,2.4,0.00000761,0,13.9,20
4350,2.6,0.027888613,0,16.7,20
4351,2.85,0.107280194,0,17.8,20
4352,3.35,0.232245258,0,20,20
4353,4,0.340959516,0,22.2,20
4354,3.75,0.459732129,0,22.2,20
4355,3.25,0.513976226,0,23.3,20
4356,3,0.522277516,0,24.4,20
4357,3,0.510755903,0,25,20
4358,3,0.49442371,0,25.6,20
4359,3,0.385888935,0,26.7,20
4360,3.175,0.307433548,0,26.7,20
4361,3.35,0.194586258,0,27.2,20
4362,3.85,0.087847871,0,26.7,20
4363,4.35,0.01736629,0,25.6,20
4364,4.55,0,0,20.6,20
4365,4.35,0,0,18.3,20
4366,3.85,0,0,18.3,20
4367,3.35,0,0,18.3,20
4368,3,0,0,16.7,20
4369,3,0,0,16.1,20
4370,2.75,0,0,17.2,20
4371,2.5,0,0,17.2,20
4372,2.3,0,0,16.7,20
4373,2.4,0.00000761,0,17.8,20
4374,2.6,0.027888613,0,18.3,20
4375,2.85,0.107280194,0,20,20
4376,3.35,0.232245258,0,21.7,20
4377,4,0.340959516,0,23.9,20
4378,3.75,0.459732129,0,23.9,20
4379,3.25,0.513976226,0,23.9,20
4380,3,0.522277516,0,23.9,20
4381,3,0.510755903,0,25,20
4382,3,0.49442371,0,25,20
4383,3,0.385888935,0,24.4,20
4384,3.175,0.307433548,0,22.8,20
4385,3.35,0.194586258,0,22.2,20
4386,3.85,0.087847871,0,22.2,20
4387,4.35,0.01736629,0,21.7,20
4388,4.55,0,0,20,20
4389,4.35,0,0,20.6,20
4390,3.85,0,0,20.6,20
4391,3.35,0,0,20,20
4392,3,0,0,20,20
4393,3,0,0,20,20
4394,2.75,0,0,19.4,20
4395,2.5,0,0,18.9,20
4396,2.3,0,0,18.3,20
4397,2.4,0.00000761,0,17.8,20
4398,2.6,0.027888613,0,18.3,20
4399,2.85,0.107280194,0,18.3,20
4400,3.35,0.232245258,0,18.9,20
4401,4,0.340959516,0,19.4,20
4402,3.75,0.459732129,0,20,20
4403,3.25,0.513976226,0,20.6,20
4404,3,0.522277516,0,22.2,20
4405,3,0.510755903,0,22.8,20
4406,3,0.49442371,0,23.9,20
4407,3,0.385888935,0,23.3,20
4408,3.175,0.307433548,0,22.2,20
4409,3.35,0.194586258,0,21.7,20
4410,3.85,0.087847871,0,22.2,20
4411,4.35,0.01736629,0,21.1,20
4412,4.55,0,0,20.6,20
4413,4.35,0,0,20.6,20
4414,3.85,0,0,20.6,20
4415,3.35,0,0,19.4,20
4416,3,0,0,19.4,20
4417,3,0,0,19.4,20
4418,2.75,0,0,18.9,20
4419,2.5,0,0,17.8,20
4420,2.3,0,0,17.8,20
4421,2.4,0.00000761,0,17.8,20
4422,2.6,0.027888613,0,18.9,20
4423,2.85,0.107280194,0,20.6,20
4424,3.35,0.232245258,0,21.7,20
4425,4,0.340959516,0,22.8,20
4426,3.75,0.459732129,0,23.9,20
4427,3.25,0.513976226,0,24.4,20
4428,3,0.522277516,0,24.4,20
4429,3,0.510755903,0,25.6,20
4430,3,0.49442371,0,25,20
4431,3,0.385888935,0,25,20
4432,3.175,0.307433548,0,25,20
4433,3.35,0.194586258,0,22.8,20
4434,3.85,0.087847871,0,22.2,20
4435,4.35,0.01736629,0,21.7,20
4436,4.55,0,0,19.4,20
4437,4.35,0,0,18.3,20
4438,3.85,0,0,17.8,20
4439,3.35,0,0,17.2,20
4440,3,0,0,16.7,20
4441,3,0,0,16.7,20
4442,2.75,0,0,16.7,20
4443,2.5,0,0,16.7,20
4444,2.3,0,0,16.7,20
4445,2.4,0.00000761,0,16.7,20
4446,2.6,0.027888613,0,17.2,20
4447,2.85,0.107280194,0,17.2,20
4448,3.35,0.232245258,0,16.1,20
4449,4,0.340959516,0,16.1,20
4450,3.75,0.459732129,0,17.2,20
4451,3.25,0.513976226,0,17.2,20
4452,3,0.522277516,0,17.2,20
4453,3,0.510755903,0,17.8,20
4454,3,0.49442371,0,17.8,20
4455,3,0.385888935,0,17.8,20
4456,3.175,0.307433548,0,17.8,20
4457,3.35,0.194586258,0,17.8,20
4458,3.85,0.087847871,0,17.8,20
4459,4.35,0.01736629,0,17.8,20
4460,4.55,0,0,17.8,20
4461,4.35,0,0,17.8,20
4462,3.85,0,0,18.3,20
4463,3.35,0,0,18.3,20
4464,3,0,0,18.3,20
4465,3,0,0,18.3,20
4466,2.75,0,0,17.8,20
4467,2.5,0,0,17.8,20
4468,2.3,0,0,17.8,20
4469,2.4,0.00000761,0,17.8,20
4470,2.6,0.027888613,0,18.3,20
4471,2.85,0.107280194,0,18.3,20
4472,3.35,0.232245258,0,18.9,20
4473,4,0.340959516,0,20,20
4474,3.75,0.459732129,0,21.1,20
4475,3.25,0.513976226,0,21.7,20
4476,3,0.522277516,0,23.3,20
4477,3,0.510755903,0,24.4,20
4478,3,0.49442371,0,25,20
4479,3,0.385888935,0,26.1,20
4480,3.175,0.307433548,0,26.1,20
4481,3.35,0.194586258,0,26.1,20
4482,3.85,0.087847871,0,24.4,20
4483,4.35,0.01736629,0,22.8,20
4484,4.55,0,0,21.7,20
4485,4.35,0,0,21.1,20
4486,3.85,0,0,21.1,20
4487,3.35,0,0,21.1,20
4488,3,0,0,21.7,20
4489,3,0,0,21.7,20
4490,2.75,0,0,21.7,20
4491,2.5,0,0,21.7,20
4492,2.3,0,0,21.1,20
4493,2.4,0.00000761,0,21.1,20
4494,2.6,0.027888613,0,21.1,20
4495,2.85,0.107280194,0,21.7,20
4496,3.35,0.232245258,0,22.8,20
4497,4,0.340959516,0,24.4,20
4498,3.75,0.459732129,0,25.6,20
4499,3.25,0.513976226,0,28.9,20
4500,3,0.522277516,0,27.2,20
4501,3,0.510755903,0,26.1,20
4502,3,0.49442371,0,27.2,20
4503,3,0.385888935,0,26.7,20
4504,3.175,0.307433548,0,26.7,20
4505,3.35,0.194586258,0,26.7,20
4506,3.85,0.087847871,0,26.7,20
4507,4.35,0.01736629,0,26.7,20
4508,4.55,0,0,25,20
4509,4.35,0,0,23.9,20
4510,3.85,0,0,22.2,20
4511,3.35,0,0,22.8,20
4512,3,0,0,22.1,20
4513,3,0,0,21.7,20
4514,2.75,0,0,21.1,20
4515,2.5,0,0,21.1,20
4516,2.3,0,0,21.1,20
4517,2.4,0.00000761,0,20.6,20
4518,2.6,0.027888613,0,22.2,20
4519,2.85,0.107280194,0,23.9,20
4520,3.35,0.232245258,0,25.6,20
4521,4,0.340959516,0,25,20
4522,3.75,0.459732129,0,26.7,20
4523,3.25,0.513976226,0,30,20
4524,3,0.522277516,0,31.7,20
4525,3,0.510755903,0,31.7,20
4526,3,0.49442371,0,32.8,20
4527,3,0.385888935,0,31.7,20
4528,3.175,0.307433548,0,32.2,20
4529,3.35,0.194586258,0,32.2,20
4530,3.85,0.087847871,0,31.1,20
4531,4.35,0.01736629,0,30,20
4532,4.55,0,0,28.3,20
4533,4.35,0,0,26.7,20
4534,3.85,0,0,25,20
4535,3.35,0,0,24.4,20
4536,3,0,0,23.9,20
4537,3,0,0,23.9,20
4538,2.75,0,0,22.2,20
4539,2.5,0,0,21.1,20
4540,2.3,0,0,15,20
4541,2.4,0.00000761,0,19.4,20
4542,2.6,0.027888613,0,21.1,20
4543,2.85,0.107280194,0,22.8,20
4544,3.35,0.232245258,0,23.9,20
4545,4,0.340959516,0,24.4,20
4546,3.75,0.459732129,0,25,20
4547,3.25,0.513976226,0,26.7,20
4548,3,0.522277516,0,26.7,20
4549,3,0.510755903,0,27.3,20
4550,3,0.49442371,0,27.8,20
4551,3,0.385888935,0,28.9,20
4552,3.175,0.307433548,0,28.9,20
4553,3.35,0.194586258,0,28.9,20
4554,3.85,0.087847871,0,27.2,20
4555,4.35,0.01736629,0,26.1,20
4556,4.55,0,0,23.9,20
4557,4.35,0,0,20,20
4558,3.85,0,0,18.3,20
4559,3.35,0,0,17.8,20
4560,3,0,0,17.2,20
4561,3,0,0,16.7,20
4562,2.75,0,0,16.1,20
4563,2.5,0,0,13.3,20
4564,2.3,0,0,12.8,20
4565,2.4,0.00000761,0,12.2,20
4566,2.6,0.027888613,0,16.1,20
4567,2.85,0.107280194,0,19.4,20
4568,3.35,0.232245258,0,22.2,20
4569,4,0.340959516,0,24.4,20
4570,3.75,0.459732129,0,25,20
4571,3.25,0.513976226,0,26.7,20
4572,3,0.522277516,0,27.8,20
4573,3,0.510755903,0,28.3,20
4574,3,0.49442371,0,28.9,20
4575,3,0.385888935,0,27.8,20
4576,3.175,0.307433548,0,27.8,20
4577,3.35,0.194586258,0,27.8,20
4578,3.85,0.087847871,0,26.7,20
4579,4.35,0.01736629,0,24.4,20
4580,4.55,0,0,23.3,20
4581,4.35,0,0,22.2,20
4582,3.85,0,0,21.7,20
4583,3.35,0,0,21.1,20
4584,3,0,0,21.7,20
4585,3,0,0,20,20
4586,2.75,0,0,18.3,20
4587,2.5,0,0,17.8,20
4588,2.3,0,0,17.2,20
4589,2.4,0.00000761,0,16.7,20
4590,2.6,0.027888613,0,17.2,20
4591,2.85,0.107280194,0,21.1,20
4592,3.35,0.232245258,0,22.8,20
4593,4,0.340959516,0,24.4,20
4594,3.75,0.459732129,0,25.6,20
4595,3.25,0.513976226,0,26.8,20
4596,3,0.522277516,0,27.8,20
4597,3,0.510755903,0,28.9,20
4598,3,0.49442371,0,29.4,20
4599,3,0.385888935,0,29.4,20
4600,3.175,0.307433548,0,29.4,20
4601,3.35,0.194586258,0,28.9,20
4602,3.85,0.087847871,0,27.8,20
4603,4.35,0.01736629,0,26.1,20
4604,4.55,0,0,23.3,20
4605,4.35,0,0,21.1,20
4606,3.85,0,0,18.3,20
4607,3.35,0,0,17.2,20
4608,3,0,0,16.1,20
4609,3,0,0,16.1,20
4610,2.75,0,0,16.1,20
4611,2.5,0,0,15.6,20
4612,2.3,0,0,15.6,20
4613,2.4,0.00000761,0,13.3,20
4614,2.6,0.027888613,0,16.1,20
4615,2.85,0.107280194,0,20,20
4616,3.35,0.232245258,0,22.2,20
4617,4,0.340959516,0,24.5,20
4618,3.75,0.459732129,0,26.7,20
4619,3.25,0.513976226,0,27.2,20
4620,3,0.522277516,0,27.2,20
4621,3,0.510755903,0,27.8,20
4622,3,0.49442371,0,27.2,20
4623,3,0.385888935,0,27.2,20
4624,3.175,0.307433548,0,26.7,20
4625,3.35,0.194586258,0,26.1,20
4626,3.85,0.087847871,0,24.4,20
4627,4.35,0.01736629,0,22.8,20
4628,4.55,0,0,21.7,20
4629,4.35,0,0,21.1,20
4630,3.85,0,0,20.6,20
4631,3.35,0,0,20.6,20
4632,3,0,0,20.6,20
4633,3,0,0,21.1,20
4634,2.75,0,0,21.1,20
4635,2.5,0,0,21.1,20
4636,2.3,0,0,21.1,20
4637,2.4,0.00000761,0,15.6,20
4638,2.6,0.027888613,0,20.6,20
4639,2.85,0.107280194,0,18.9,20
4640,3.35,0.232245258,0,19.4,20
4641,4,0.340959516,0,18.3,20
4642,3.75,0.459732129,0,18.3,20
4643,3.25,0.513976226,0,18.9,20
4644,3,0.522277516,0,18.9,20
4645,3,0.510755903,0,18.9,20
4646,3,0.49442371,0,21.1,20
4647,3,0.385888935,0,20.6,20
4648,3.175,0.307433548,0,21.7,20
4649,3.35,0.194586258,0,22.8,20
4650,3.85,0.087847871,0,23.3,20
4651,4.35,0.01736629,0,22.2,20
4652,4.55,0,0,21.7,20
4653,4.35,0,0,21.1,20
4654,3.85,0,0,20.6,20
4655,3.35,0,0,20,20
4656,3,0,0,19.4,20
4657,3,0,0,19.4,20
4658,2.75,0,0,18.3,20
4659,2.5,0,0,18.3,20
4660,2.3,0,0,18.9,20
4661,2.4,0.00000761,0,18.3,20
4662,2.6,0.027888613,0,18.9,20
4663,2.85,0.107280194,0,20,20
4664,3.35,0.232245258,0,21.1,20
4665,4,0.340959516,0,22.2,20
4666,3.75,0.459732129,0,24.4,20
4667,3.25,0.513976226,0,25.6,20
4668,3,0.522277516,0,27.2,20
4669,3,0.510755903,0,27.2,20
4670,3,0.49442371,0,26.7,20
4671,3,0.385888935,0,26.7,20
4672,3.175,0.307433548,0,25,20
4673,3.35,0.194586258,0,26.7,20
4674,3.85,0.087847871,0,27.2,20
4675,4.35,0.01736629,0,25,20
4676,4.55,0,0,21.1,20
4677,4.35,0,0,21.1,20
4678,3.85,0,0,21.1,20
4679,3.35,0,0,19.4,20
4680,3,0,0,18.9,20
4681,3,0,0,17.8,20
4682,2.75,0,0,16.7,20
4683,2.5,0,0,16.4,20
4684,2.3,0,0,16.1,20
4685,2.4,0.00000761,0,15.6,20
4686,2.6,0.027888613,0,17.8,20
4687,2.85,0.107280194,0,20.6,20
4688,3.35,0.232245258,0,22.2,20
4689,4,0.340959516,0,25.6,20
4690,3.75,0.459732129,0,26.7,20
4691,3.25,0.513976226,0,27.2,20
4692,3,0.522277516,0,28.3,20
4693,3,0.510755903,0,28.9,20
4694,3,0.49442371,0,28.9,20
4695,3,0.385888935,0,30,20
4696,3.175,0.307433548,0,30,20
4697,3.35,0.194586258,0,30,20
4698,3.85,0.087847871,0,29.4,20
4699,4.35,0.01736629,0,27.2,20
4700,4.55,0,0,24.4,20
4701,4.35,0,0,21.1,20
4702,3.85,0,0,20,20
4703,3.35,0,0,18.3,20
4704,3,0,0,17.2,20
4705,3,0,0,17.2,20
4706,2.75,0,0,16.7,20
4707,2.5,0,0,15.6,20
4708,2.3,0,0,15.6,20
4709,2.4,0.00000761,0,15,20
4710,2.6,0.027888613,0,18.3,20
4711,2.85,0.107280194,0,21.7,20
4712,3.35,0.232245258,0,25,20
4713,4,0.340959516,0,27.8,20
4714,3.75,0.459732129,0,28.9,20
4715,3.25,0.513976226,0,30,20
4716,3,0.522277516,0,30.6,20
4717,3,0.510755903,0,32.2,20
4718,3,0.49442371,0,31.7,20
4719,3,0.385888935,0,32.2,20
4720,3.175,0.307433548,0,31.1,20
4721,3.35,0.194586258,0,29.4,20
4722,3.85,0.087847871,0,28.3,20
4723,4.35,0.01736629,0,26.1,20
4724,4.55,0,0,25,20
4725,4.35,0,0,23.9,20
4726,3.85,0,0,22.8,20
4727,3.35,0,0,21.7,20
4728,3,0,0,22.2,20
4729,3,0,0,22.8,20
4730,2.75,0,0,22.8,20
4731,2.5,0,0,22.8,20
4732,2.3,0,0,21.1,20
4733,2.4,0.00000761,0,20,20
4734,2.6,0.027888613,0,21.1,20
4735,2.85,0.107280194,0,23.3,20
4736,3.35,0.232245258,0,25.6,20
4737,4,0.340959516,0,27.2,20
4738,3.75,0.459732129,0,29.4,20
4739,3.25,0.513976226,0,30.6,20
4740,3,0.522277516,0,32.8,20
4741,3,0.510755903,0,33.9,20
4742,3,0.49442371,0,33.9,20
4743,3,0.385888935,0,34.4,20
4744,3.175,0.307433548,0,33.9,20
4745,3.35,0.194586258,0,33.3,20
4746,3.85,0.087847871,0,32.2,20
4747,4.35,0.01736629,0,30.6,20
4748,4.55,0,0,29.4,20
4749,4.35,0,0,28.3,20
4750,3.85,0,0,27.8,20
4751,3.35,0,0,26.7,20
4752,3,0,0,25.6,20
4753,3,0,0,25.6,20
4754,2.75,0,0,24.4,20
4755,2.5,0,0,23.9,20
4756,2.3,0,0,22.8,20
4757,2.4,0.00000761,0,22.2,20
4758,2.6,0.027888613,0,23.3,20
4759,2.85,0.107280194,0,25.6,20
4760,3.35,0.232245258,0,27.8,20
4761,4,0.340959516,0,30,20
4762,3.75,0.459732129,0,32.2,20
4763,3.25,0.513976226,0,32.8,20
4764,3,0.522277516,0,34.4,20
4765,3,0.510755903,0,35,20
4766,3,0.49442371,0,35.6,20
4767,3,0.385888935,0,36.1,20
4768,3.175,0.307433548,0,36.1,20
4769,3.35,0.194586258,0,35,20
4770,3.85,0.087847871,0,33.3,20
4771,4.35,0.01736629,0,31.7,20
4772,4.55,0,0,30,20
4773,4.35,0,0,29.4,20
4774,3.85,0,0,28.3,20
4775,3.35,0,0,26.7,20
4776,3,0,0,26.7,20
4777,3,0,0,26.7,20
4778,2.75,0,0,23.3,20
4779,2.5,0,0,22.2,20
4780,2.3,0,0,22.2,20
4781,2.4,0.00000761,0,21.1,20
4782,2.6,0.027888613,0,23.3,20
4783,2.85,0.107280194,0,26.1,20
4784,3.35,0.232245258,0,28.3,20
4785,4,0.340959516,0,30.6,20
4786,3.75,0.459732129,0,32.2,20
4787,3.25,0.513976226,0,35,20
4788,3,0.522277516,0,35,20
4789,3,0.510755903,0,34.4,20
4790,3,0.49442371,0,33.3,20
4791,3,0.385888935,0,33.3,20
4792,3.175,0.307433548,0,31.1,20
4793,3.35,0.194586258,0,30,20
4794,3.85,0.087847871,0,27.8,20
4795,4.35,0.01736629,0,27.2,20
4796,4.55,0,0,21.7,20
4797,4.35,0,0,21.7,20
4798,3.85,0,0,21.7,20
4799,3.35,0,0,21.1,20
4800,3,0,0,21.1,20
4801,3,0,0,21.1,20
4802,2.75,0,0,21.1,20
4803,2.5,0,0,20,20
4804,2.3,0,0,20,20
4805,2.4,0.00000761,0,20.6,20
4806,2.6,0.027888613,0,21.1,20
4807,2.85,0.107280194,0,22.8,20
4808,3.35,0.232245258,0,25.6,20
4809,4,0.340959516,0,28.3,20
4810,3.75,0.459732129,0,37.2,20
4811,3.25,0.513976226,0,32.2,20
4812,3,0.522277516,0,33.3,20
4813,3,0.510755903,0,35,20
4814,3,0.49442371,0,35,20
4815,3,0.385888935,0,35.6,20
4816,3.175,0.307433548,0,35,20
4817,3.35,0.194586258,0,34.4,20
4818,3.85,0.087847871,0,33.9,20
4819,4.35,0.01736629,0,31.7,20
4820,4.55,0,0,28.9,20
4821,4.35,0,0,28.3,20
4822,3.85,0,0,28.9,20
4823,3.35,0,0,28.9,20
4824,3,0,0,27.2,20
4825,3,0,0,27.2,20
4826,2.75,0,0,27.2,20
4827,2.5,0,0,24.4,20
4828,2.3,0,0,23.3,20
4829,2.4,0.00000761,0,22.8,20
4830,2.6,0.027888613,0,23.9,20
4831,2.85,0.107280194,0,26.7,20
4832,3.35,0.232245258,0,28.9,20
4833,4,0.340959516,0,30.6,20
4834,3.75,0.459732129,0,33.3,20
4835,3.25,0.513976226,0,33.9,20
4836,3,0.522277516,0,34.4,20
4837,3,0.510755903,0,35.6,20
4838,3,0.49442371,0,31.7,20
4839,3,0.385888935,0,34.4,20
4840,3.175,0.307433548,0,35.6,20
4841,3.35,0.194586258,0,31.7,20
4842,3.85,0.087847871,0,25,20
4843,4.35,0.01736629,0,24.4,20
4844,4.55,0,0,23.9,20
4845,4.35,0,0,23.9,20
4846,3.85,0,0,23.9,20
4847,3.35,0,0,22.8,20
4848,3,0,0,24.4,20
4849,3,0,0,23.3,20
4850,2.75,0,0,23.3,20
4851,2.5,0,0,23.3,20
4852,2.3,0,0,22.8,20
4853,2.4,0.00000761,0,22.8,20
4854,2.6,0.027888613,0,22.8,20
4855,2.85,0.107280194,0,23.9,20
4856,3.35,0.232245258,0,25.6,20
4857,4,0.340959516,0,26.7,20
4858,3.75,0.459732129,0,27.8,20
4859,3.25,0.513976226,0,28.9,20
4860,3,0.522277516,0,28.9,20
4861,3,0.510755903,0,28.9,20
4862,3,0.49442371,0,30,20
4863,3,0.385888935,0,29.4,20
4864,3.175,0.307433548,0,27.8,20
4865,3.35,0.194586258,0,26.7,20
4866,3.85,0.087847871,0,26.1,20
4867,4.35,0.01736629,0,25,20
4868,4.55,0,0,22.8,20
4869,4.35,0,0,22.2,20
4870,3.85,0,0,22.2,20
4871,3.35,0,0,22.8,20
4872,3,0,0,22.2,20
4873,3,0,0,22.2,20
4874,2.75,0,0,22.2,20
4875,2.5,0,0,22.8,20
4876,2.3,0,0,22.8,20
4877,2.4,0.00000761,0,23.3,20
4878,2.6,0.027888613,0,23.9,20
4879,2.85,0.107280194,0,25,20
4880,3.35,0.232245258,0,25.6,20
4881,4,0.340959516,0,28.3,20
4882,3.75,0.459732129,0,31.1,20
4883,3.25,0.513976226,0,32.2,20
4884,3,0.522277516,0,31.7,20
4885,3,0.510755903,0,31.7,20
4886,3,0.49442371,0,33.9,20
4887,3,0.385888935,0,31.1,20
4888,3.175,0.307433548,0,24.4,20
4889,3.35,0.194586258,0,21.1,20
4890,3.85,0.087847871,0,21.1,20
4891,4.35,0.01736629,0,22.2,20
4892,4.55,0,0,21.7,20
4893,4.35,0,0,21.7,20
4894,3.85,0,0,22.2,20
4895,3.35,0,0,21.7,20
4896,3,0,0,21.7,20
4897,3,0,0,21.1,20
4898,2.75,0,0,21.1,20
4899,2.5,0,0,21.1,20
4900,2.3,0,0,20.1,20
4901,2.4,0.00000761,0,19.2,20
4902,2.6,0.027888613,0,19.4,20
4903,2.85,0.107280194,0,20,20
4904,3.35,0.232245258,0,21.1,20
4905,4,0.340959516,0,22.2,20
4906,3.75,0.459732129,0,23.3,20
4907,3.25,0.513976226,0,25.6,20
4908,3,0.522277516,0,26.1,20
4909,3,0.510755903,0,27.8,20
4910,3,0.49442371,0,28.3,20
4911,3,0.385888935,0,28.9,20
4912,3.175,0.307433548,0,30,20
4913,3.35,0.194586258,0,28.9,20
4914,3.85,0.087847871,0,28.9,20
4915,4.35,0.01736629,0,27.2,20
4916,4.55,0,0,23.3,20
4917,4.35,0,0,20.6,20
4918,3.85,0,0,19.4,20
4919,3.35,0,0,18.9,20
4920,3,0,0,17.8,20
4921,3,0,0,17.8,20
4922,2.75,0,0,17.8,20
4923,2.5,0,0,17.8,20
4924,2.3,0,0,18.3,20
4925,2.4,0.00000761,0,17.8,20
4926,2.6,0.027888613,0,18.9,20
4927,2.85,0.107280194,0,18.9,20
4928,3.35,0.232245258,0,18.3,20
4929,4,0.340959516,0,18.3,20
4930,3.75,0.459732129,0,18.9,20
4931,3.25,0.513976226,0,19.4,20
4932,3,0.522277516,0,20,20
4933,3,0.510755903,0,20.6,20
4934,3,0.49442371,0,21.2,20
4935,3,0.385888935,0,21.7,20
4936,3.175,0.307433548,0,22.2,20
4937,3.35,0.194586258,0,22.8,20
4938,3.85,0.087847871,0,23.3,20
4939,4.35,0.01736629,0,22.2,20
4940,4.55,0,0,22.2,20
4941,4.35,0,0,21.1,20
4942,3.85,0,0,21.1,20
4943,3.35,0,0,20.6,20
4944,3,0,0,20,20
4945,3,0,0,20,20
4946,2.75,0,0,20.6,20
4947,2.5,0,0,20.6,20
4948,2.3,0,0,20.6,20
4949,2.4,0.00000761,0,20.6,20
4950,2.6,0.027888613,0,21.7,20
4951,2.85,0.107280194,0,21.1,20
4952,3.35,0.232245258,0,22.8,20
4953,4,0.340959516,0,23.9,20
4954,3.75,0.459732129,0,23.9,20
4955,3.25,0.513976226,0,23.3,20
4956,3,0.522277516,0,25.6,20
4957,3,0.510755903,0,23.9,20
4958,3,0.49442371,0,23.9,20
4959,3,0.385888935,0,22.2,20
4960,3.175,0.307433548,0,22.2,20
4961,3.35,0.194586258,0,22.8,20
4962,3.85,0.087847871,0,21.7,20
4963,4.35,0.01736629,0,20,20
4964,4.55,0,0,19.4,20
4965,4.35,0,0,19.4,20
4966,3.85,0,0,19.4,20
4967,3.35,0,0,19.4,20
4968,3,0,0,18.9,20
4969,3,0,0,18.9,20
4970,2.75,0,0,18.3,20
4971,2.5,0,0,18.3,20
4972,2.3,0,0,17.8,20
4973,2.4,0.00000761,0,17.8,20
4974,2.6,0.027888613,0,17.2,20
4975,2.85,0.107280194,0,17.2,20
4976,3.35,0.232245258,0,17.2,20
4977,4,0.340959516,0,18.9,20
4978,3.75,0.459732129,0,18.9,20
4979,3.25,0.513976226,0,21.1,20
4980,3,0.522277516,0,22.8,20
4981,3,0.510755903,0,23.3,20
4982,3,0.49442371,0,24.4,20
4983,3,0.385888935,0,23.9,20
4984,3.175,0.307433548,0,24.4,20
4985,3.35,0.194586258,0,23.9,20
4986,3.85,0.087847871,0,23.9,20
4987,4.35,0.01736629,0,21.2,20
4988,4.55,0,0,18.3,20
4989,4.35,0,0,17.1,20
4990,3.85,0,0,16.1,20
4991,3.35,0,0,15.6,20
4992,3,0,0,15,20
4993,3,0,0,15,20
4994,2.75,0,0,16.1,20
4995,2.5,0,0,15.6,20
4996,2.3,0,0,15.6,20
4997,2.4,0.00000761,0,16.1,20
4998,2.6,0.027888613,0,16.1,20
4999,2.85,0.107280194,0,18.3,20
5000,3.35,0.232245258,0,20.6,20
5001,4,0.340959516,0,22.2,20
5002,3.75,0.459732129,0,23.9,20
5003,3.25,0.513976226,0,23.9,20
5004,3,0.522277516,0,25,20
5005,3,0.510755903,0,25.6,20
5006,3,0.49442371,0,25,20
5007,3,0.385888935,0,25,20
5008,3.175,0.307433548,0,25.6,20
5009,3.35,0.194586258,0,26.1,20
5010,3.85,0.087847871,0,24.4,20
5011,4.35,0.01736629,0,22.8,20
5012,4.55,0,0,18.9,20
5013,4.35,0,0,18.3,20
5014,3.85,0,0,18.3,20
5015,3.35,0,0,17.8,20
5016,3,0,0,17.2,20
5017,3,0,0,16.7,20
5018,2.75,0,0,16.7,20
5019,2.5,0,0,16.7,20
5020,2.3,0,0,16.7,20
5021,2.4,0.00000761,0,17.2,20
5022,2.6,0.027888613,0,17.8,20
5023,2.85,0.107280194,0,17.2,20
5024,3.35,0.232245258,0,18.3,20
5025,4,0.340959516,0,18.9,20
5026,3.75,0.459732129,0,18.3,20
5027,3.25,0.513976226,0,19.4,20
5028,3,0.522277516,0,20,20
5029,3,0.510755903,0,20,20
5030,3,0.49442371,0,19.4,20
