"Month","Week","Hour","Buy_Energy","Sell_Energy","Power_Consumed","Power_Produced","Power_Purchased","Power_Export","Batt_Discharge","Batt_Charge","Set_point","Outdoor_temp","Indoor_temp","Battery_SOC","Battery_SOH","HP_kW","Scheduled_Loads_kW","WH_kW","AC_kW","NonControllableLoads_kW","EndUseLoads_kW","Month_1","Week_1","Hour_1","Buy_Energy_1","Sell_Energy_1","Power_Consumed_1","Power_Produced_1","Power_Purchased_1","Power_Export_1","Batt_Discharge_1","Batt_Charge_1","Set_point_1","Outdoor_temp_1","Indoor_temp_1","Battery_SOC_1","Battery_SOH_1","HP_kW_1","Scheduled_Loads_kW_1","WH_kW_1","AC_kW_1","NonControllableLoads_kW_1","EndUseLoads_kW_1","Month_2","Week_2","Hour_2","Buy_Energy_2","Sell_Energy_2","Power_Consumed_2","Power_Produced_2","Power_Purchased_2","Power_Export_2","Batt_Discharge_2","Batt_Charge_2","Set_point_2","Outdoor_temp_2","Indoor_temp_2","Battery_SOC_2","Battery_SOH_2","HP_kW_2","Scheduled_Loads_kW_2","WH_kW_2","AC_kW_2","NonControllableLoads_kW_2","EndUseLoads_kW_2","Month_3","Week_3","Hour_3","Buy_Energy_3","Sell_Energy_3","Power_Consumed_3","Power_Produced_3","Power_Purchased_3","Power_Export_3","Batt_Discharge_3","Batt_Charge_3","Set_point_3","Outdoor_temp_3","Indoor_temp_3","Battery_SOC_3","Battery_SOH_3","HP_kW_3","Scheduled_Loads_kW_3","WH_kW_3","AC_kW_3","NonControllableLoads_kW_3","EndUseLoads_kW_3","Month_4","Week_4","Hour_4","Buy_Energy_4","Sell_Energy_4","Power_Consumed_4","Power_Produced_4","Power_Purchased_4","Power_Export_4","Batt_Discharge_4","Batt_Charge_4","Set_point_4","Outdoor_temp_4","Indoor_temp_4","Battery_SOC_4","Battery_SOH_4","HP_kW_4","Scheduled_Loads_kW_4","WH_kW_4","AC_kW_4","NonControllableLoads_kW_4","EndUseLoads_kW_4"
1.0,1.0,11.0,0.1,0.03,3.110476271179693,2.055904904,1.054571367179693,0.0,-0.0,-0.0,22.0,4.0,22.0,1.0,0.0,2.0813179480864297,0.0,0.2476190476190484,0.0,0.7815392754742144,3.1104762711796927,1.0,1.0,11.0,0.1,0.03,3.3726243208605817,2.055904904,1.3167194168605816,0.0,-0.0,-0.0,22.0,4.0,22.0,1.0,0.0,1.6416204035777227,0.0,0.20000000000000115,0.0,1.531003917282858,3.3726243208605817,1.0,1.0,11.0,0.1,0.03,2.796180271159307,2.055904904,0.740275367159307,0.0,-0.0,-0.0,22.0,4.0,22.0,1.0,0.0,1.8948077479316847,0.0,0.19847328244274764,0.0,0.7028992407848749,2.7961802711593076,1.0,1.0,11.0,0.1,0.03,4.043502681806775,2.055904904,1.9875977778067742,0.0,-0.0,-0.0,22.0,4.0,22.0,1.0,0.0,1.9914753031784727,0.0,0.25000000000000006,0.0,1.8020273786283014,4.043502681806774,1.0,1.0,11.0,0.1,0.03,3.3751850774433283,2.055904904,1.3192801734433284,0.0,-0.0,-0.0,22.0,4.0,22.0,1.0,0.0,2.1559577873964044,0.0,0.24299065420560764,0.0,0.9762366358413168,3.375185077443329
1.0,1.0,12.0,0.1,0.03,3.21858258090586,2.089110064,1.1294725169058597,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.1969467229801247,0.0,0.24761904761904774,0.0,0.7740168103066871,3.2185825809058595,1.0,1.0,12.0,0.1,0.03,4.157624671661159,2.089110064,2.0685146076611587,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,1.7328215371098161,1.0,0.20000000000000015,0.0,1.2248031345513426,4.157624671661159,1.0,1.0,12.0,0.1,0.03,2.9150206041185336,2.089110064,0.8259105401185335,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.0000748450389976,0.0,0.1984732824427465,0.0,0.7164724766367895,2.9150206041185336,1.0,1.0,12.0,0.1,0.03,3.7937347237777677,2.089110064,1.7046246597777674,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.102112820021719,0.0,0.24999999999999972,0.0,1.441621903756049,3.7937347237777677,1.0,1.0,12.0,0.1,0.03,3.2997131833705238,2.089110064,1.2106031193705233,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.2757332200295353,0.0,0.24299065420560712,0.0,0.7809893091353817,3.299713183370524
1.0,1.0,13.0,0.1,0.03,3.2335291224726266,2.043023612,1.1905055104726268,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.1969467229801247,0.0,0.24761904761904846,0.0,0.788963351873453,3.233529122472626,1.0,1.0,13.0,0.1,0.03,2.9126640435424638,2.043023612,0.8696404315424641,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,1.7328215371098161,0.0,0.20000000000000026,0.0,0.9798425064326474,2.9126640435424638,1.0,1.0,13.0,0.1,0.03,2.9023752210386373,2.043023612,0.8593516090386377,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.0000748450389976,0.0,0.19847328244274834,0.0,0.7038270935568915,2.9023752210386373,1.0,1.0,13.0,0.1,0.03,3.505410341604212,2.043023612,1.4623867296042121,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.102112820021719,0.0,0.2500000000000002,0.0,1.1532975215824928,3.505410341604212,1.0,1.0,13.0,0.1,0.03,3.1435153207729014,2.043023612,1.1004917087729014,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.2757332200295353,0.0,0.24299065420560753,0.0,0.6247914465377584,3.1435153207729014
1.0,1.0,14.0,0.1,0.03,3.219604311477413,1.97769484,1.2419094714774128,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.1969467229801247,0.0,0.2476190476190484,0.0,0.7750385408782391,3.219604311477412,1.0,1.0,14.0,0.1,0.03,2.9005672237733346,1.97769484,0.9228723837733345,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,1.7328215371098161,0.0,0.20000000000000115,0.0,0.9677456866635175,2.9005672237733346,1.0,1.0,14.0,0.1,0.03,2.8841381381298783,1.97769484,0.906443298129878,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.0000748450389976,0.0,0.19847328244274764,0.0,0.6855900106481327,2.884138138129878,1.0,1.0,14.0,0.1,0.03,3.491172102124726,1.97769484,1.5134772621247259,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.102112820021719,0.0,0.25000000000000006,0.0,1.139059282103007,3.491172102124726,1.0,1.0,14.0,0.1,0.03,3.1358018469519116,1.97769484,1.1581070069519115,0.0,-0.0,-0.0,22.0,3.0,22.0,1.0,0.0,2.2757332200295353,0.0,0.24299065420560764,0.0,0.6170779727167686,3.1358018469519116
1.0,1.0,15.0,0.1,0.03,3.3151508214840666,1.54355574,1.7715950814840666,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3125754978738127,0.0,0.24761904761904774,0.0,0.7549562759912063,3.3151508214840666,1.0,1.0,15.0,0.1,0.03,2.9917683573054314,1.54355574,1.4482126173054315,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,1.824022670641914,0.0,0.20000000000000015,0.0,0.9677456866635175,2.991768357305432,1.0,1.0,15.0,0.1,0.03,2.9917777465656257,1.54355574,1.4482220065656257,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.105341942146317,0.0,0.1984732824427465,0.0,0.687962521976562,2.9917777465656257,1.0,1.0,15.0,0.1,0.03,3.6018096189679722,1.54355574,2.0582538789679723,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.2127503368649655,0.0,0.24999999999999972,0.0,1.139059282103007,3.601809618967972,1.0,1.0,15.0,0.1,0.03,3.255577279585042,1.54355574,1.712021539585042,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3955086526626665,0.0,0.24299065420560712,0.0,0.6170779727167686,3.2555772795850424
1.0,1.0,16.0,0.1,0.03,3.31776337751528,1.229734192,2.08802918551528,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3125754978738127,0.0,0.24761904761904846,0.0,0.757568832022419,3.31776337751528,1.0,1.0,16.0,0.1,0.03,2.9917683573054314,1.229734192,1.7620341653054314,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,1.824022670641914,0.0,0.20000000000000026,0.0,0.9677456866635175,2.991768357305432,1.0,1.0,16.0,0.1,0.03,3.050176480616667,1.229734192,1.820442288616667,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.105341942146317,0.0,0.19847328244274834,0.0,0.7463612560276014,3.050176480616667,1.0,1.0,16.0,0.1,0.03,3.6018096189679727,1.229734192,2.3720754269679727,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.2127503368649655,0.0,0.2500000000000002,0.0,1.139059282103007,3.6018096189679722,1.0,1.0,16.0,0.1,0.03,3.2555772795850424,1.229734192,2.0258430875850424,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3955086526626665,0.0,0.24299065420560753,0.0,0.6170779727167686,3.255577279585043
1.0,1.0,17.0,0.1,0.03,3.3820707479509924,0.778345032,2.6037257159509926,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3125754978738127,0.0,0.2476190476190484,0.0,0.8218762024581314,3.3820707479509924,1.0,1.0,17.0,0.1,0.03,3.1853174941547655,0.778345032,2.4069724621547652,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,1.824022670641914,0.0,0.20000000000000115,0.0,1.1612948235128502,3.1853174941547655,1.0,1.0,17.0,0.1,0.03,4.263359402919931,0.778345032,3.485014370919931,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.105341942146317,1.0,0.19847328244274764,0.0,0.9595441783308659,4.263359402919931,1.0,1.0,17.0,0.1,0.03,3.8296214748196356,0.778345032,3.0512764428196353,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.2127503368649655,0.0,0.25000000000000006,0.0,1.3668711379546699,3.8296214748196356,1.0,1.0,17.0,0.1,0.03,3.3789928738201773,0.778345032,2.6006478418201775,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3955086526626665,0.0,0.24299065420560764,0.0,0.7404935669519035,3.3789928738201778
1.0,1.0,18.0,0.1,0.03,4.616822979791191,0.351391484,4.265431495791192,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3125754978738127,1.0,0.24761904761904774,0.0,1.056628434298331,4.616822979791191,1.0,1.0,18.0,0.1,0.03,3.4175764583739636,0.351391484,3.0661849743739635,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,1.824022670641914,0.0,0.20000000000000015,0.0,1.3935537877320496,3.417576458373964,1.0,1.0,18.0,0.1,0.03,3.656920942504458,0.351391484,3.305529458504458,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.105341942146317,0.0,0.1984732824427465,0.0,1.3531057179153945,3.656920942504458,1.0,1.0,18.0,0.1,0.03,5.10299570184163,0.351391484,4.7516042178416305,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.2127503368649655,1.0,0.24999999999999972,0.0,1.640245364976665,5.10299570184163,1.0,1.0,18.0,0.1,0.03,3.527091586902339,0.351391484,3.175700102902339,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3955086526626665,0.0,0.24299065420560712,0.0,0.8885922800340654,3.527091586902339
1.0,1.0,19.0,0.1,0.03,4.050204081737547,0.06946516,3.9807389217375473,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3125754978738127,0.0,0.24761904761904846,0.0,1.4900095362446864,4.050204081737547,1.0,1.0,19.0,0.1,0.03,3.6962872166454295,0.06946516,3.6268220566454294,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,1.824022670641914,0.0,0.20000000000000026,0.0,1.6722645460035155,3.6962872166454295,1.0,1.0,19.0,0.1,0.03,3.905140408765062,0.06946516,3.835675248765062,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.105341942146317,0.0,0.19847328244274834,0.0,1.6013251841759966,3.905140408765062,1.0,1.0,19.0,0.1,0.03,4.431044775690372,0.06946516,4.361579615690372,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.2127503368649655,0.0,0.2500000000000002,0.0,1.968294438825406,4.4310447756903715,1.0,1.0,19.0,0.1,0.03,3.704810043371481,0.06946516,3.6353448833714808,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3955086526626665,0.0,0.24299065420560753,0.0,1.0663107365032067,3.704810043371481
1.0,1.0,20.0,0.1,0.03,4.323537766543533,0.0,4.323537766543533,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3125754978738127,0.0,0.2476190476190484,0.0,1.763343221050672,4.3235377665435335,1.0,1.0,20.0,0.1,0.03,4.0307401253627635,0.0,4.0307401253627635,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,1.824022670641914,0.0,0.20000000000000115,0.0,2.006717454720848,4.0307401253627635,1.0,1.0,20.0,0.1,0.03,3.8983481590748488,0.0,3.8983481590748488,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.105341942146317,0.0,0.19847328244274764,0.0,1.594532934485784,3.8983481590748488,1.0,1.0,20.0,0.1,0.03,4.824703662886514,0.0,4.824703662886514,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.2127503368649655,0.0,0.25000000000000006,0.0,2.3619533260215486,4.824703662886514,1.0,1.0,20.0,0.1,0.03,3.9180721903639038,0.0,3.9180721903639038,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,2.3955086526626665,0.0,0.24299065420560764,0.0,1.2795728834956293,3.9180721903639038
