"Month","Week","Hour","Buy_Energy","Sell_Energy","Power_Consumed","Power_Produced","Power_Purchased","Power_Export","Batt_Discharge","Batt_Charge","Set_point","Outdoor_temp","Indoor_temp","Battery_SOC","Battery_SOH","HP_kW","Scheduled_Loads_kW","WH_kW","AC_kW","NonControllableLoads_kW","EndUseLoads_kW","Month_1","Week_1","Hour_1","Buy_Energy_1","Sell_Energy_1","Power_Consumed_1","Power_Produced_1","Power_Purchased_1","Power_Export_1","Batt_Discharge_1","Batt_Charge_1","Set_point_1","Outdoor_temp_1","Indoor_temp_1","Battery_SOC_1","Battery_SOH_1","HP_kW_1","Scheduled_Loads_kW_1","WH_kW_1","AC_kW_1","NonControllableLoads_kW_1","EndUseLoads_kW_1","Month_2","Week_2","Hour_2","Buy_Energy_2","Sell_Energy_2","Power_Consumed_2","Power_Produced_2","Power_Purchased_2","Power_Export_2","Batt_Discharge_2","Batt_Charge_2","Set_point_2","Outdoor_temp_2","Indoor_temp_2","Battery_SOC_2","Battery_SOH_2","HP_kW_2","Scheduled_Loads_kW_2","WH_kW_2","AC_kW_2","NonControllableLoads_kW_2","EndUseLoads_kW_2","Month_3","Week_3","Hour_3","Buy_Energy_3","Sell_Energy_3","Power_Consumed_3","Power_Produced_3","Power_Purchased_3","Power_Export_3","Batt_Discharge_3","Batt_Charge_3","Set_point_3","Outdoor_temp_3","Indoor_temp_3","Battery_SOC_3","Battery_SOH_3","HP_kW_3","Scheduled_Loads_kW_3","WH_kW_3","AC_kW_3","NonControllableLoads_kW_3","EndUseLoads_kW_3","Month_4","Week_4","Hour_4","Buy_Energy_4","Sell_Energy_4","Power_Consumed_4","Power_Produced_4","Power_Purchased_4","Power_Export_4","Batt_Discharge_4","Batt_Charge_4","Set_point_4","Outdoor_temp_4","Indoor_temp_4","Battery_SOC_4","Battery_SOH_4","HP_kW_4","Scheduled_Loads_kW_4","WH_kW_4","AC_kW_4","NonControllableLoads_kW_4","EndUseLoads_kW_4"
1.0,1.0,21.0,0.1,0.03,4.327621171677581,0.0,4.327621171677581,0.0,-0.0,-0.0,22.0,1.9,22.0,1.0,0.0,2.3241383753631806,0.0,0.24761904761904774,0.0,1.7558637486953534,4.327621171677582,1.0,1.0,21.0,0.1,0.03,4.039860238715971,0.0,4.039860238715971,0.0,-0.0,-0.0,22.0,1.9,22.0,1.0,0.0,1.8331427839951229,0.0,0.20000000000000015,0.0,2.006717454720848,4.039860238715971,1.0,1.0,21.0,0.1,0.03,3.784480355320844,0.0,3.784480355320844,0.0,-0.0,-0.0,22.0,1.9,22.0,1.0,0.0,2.1158686518570504,0.0,0.1984732824427465,0.0,1.4701384210210473,3.784480355320844,1.0,1.0,21.0,0.1,0.03,4.835767414570842,0.0,4.835767414570842,0.0,-0.0,-0.0,22.0,1.9,22.0,1.0,0.0,2.223814088549294,0.0,0.24999999999999972,0.0,2.3619533260215486,4.835767414570842,1.0,1.0,21.0,0.1,0.03,3.930049733627218,0.0,3.930049733627218,0.0,-0.0,-0.0,22.0,1.9,22.0,1.0,0.0,2.4074861959259817,0.0,0.24299065420560712,0.0,1.2795728834956293,3.9300497336272184
1.0,1.0,22.0,0.1,0.03,6.04011964013495,0.0,6.04011964013495,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,0.0,0.0,0.24761904761904846,4.173617279912804,1.6188833126030975,6.04011964013495,1.0,1.0,22.0,0.1,0.03,2.030826060310173,0.0,2.030826060310173,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,0.0,0.0,0.20000000000000026,0.22545209556675327,1.6053739647434198,2.030826060310173,1.0,1.0,22.0,0.1,0.03,6.150787200611726,0.0,6.150787200611726,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,0.0,0.0,0.19847328244274834,4.619752075217742,1.3325618429512351,6.150787200611726,1.0,1.0,22.0,0.1,0.03,3.3246936530854274,0.0,3.3246936530854274,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,0.0,0.0,0.2500000000000002,1.1851309911303112,1.8895626619551162,3.3246936530854274,1.0,1.0,22.0,0.1,0.03,5.745072081048669,0.0,5.745072081048669,0.0,-0.0,-0.0,22.0,2.0,22.0,1.0,0.0,0.0,0.0,0.24299065420560753,4.47842311943012,1.023658307412941,5.745072081048669
1.0,1.0,23.0,0.1,0.03,3.9119528545086757,0.0,3.9119528545086757,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,2.1969467229801323,0.0,0.2476190476190484,0.0,1.4673870839094951,3.9119528545086757,1.0,1.0,23.0,0.1,0.03,3.217120708904557,0.0,3.217120708904557,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,1.7328215371098203,0.0,0.20000000000000115,0.0,1.2842991717947356,3.217120708904557,1.0,1.0,23.0,0.1,0.03,3.2721682924246926,0.0,3.2721682924246926,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,2.0000748450390042,0.0,0.19847328244274764,0.0,1.0736201649429407,3.2721682924246926,1.0,1.0,23.0,0.1,0.03,3.8637629495858117,0.0,3.8637629495858117,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,2.102112820021719,0.0,0.25000000000000006,0.0,1.5116501295640927,3.8637629495858117,1.0,1.0,23.0,0.1,0.03,3.3376505201654956,0.0,3.3376505201654956,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,2.2757332200295353,0.0,0.24299065420560764,0.0,0.8189266459303527,3.3376505201654956
1.0,1.0,24.0,0.1,0.03,3.626812111656767,0.0,3.626812111656767,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,2.1969467229801323,0.0,0.24761904761904774,0.0,1.1822463410575872,3.626812111656767,1.0,1.0,24.0,0.1,0.03,3.142622558550272,0.0,3.142622558550272,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,1.7328215371098203,0.0,0.20000000000000015,0.0,1.2098010214404518,3.142622558550272,1.0,1.0,24.0,0.1,0.03,3.01668958870581,0.0,3.01668958870581,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,2.0000748450390042,0.0,0.1984732824427465,0.0,0.8181414612240592,3.01668958870581,1.0,1.0,24.0,0.1,0.03,3.7760768861602894,0.0,3.7760768861602894,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,2.102112820021719,0.0,0.24999999999999972,0.0,1.4239640661385706,3.7760768861602894,1.0,1.0,24.0,0.1,0.03,3.2901471644540736,0.0,3.2901471644540736,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,2.2757332200295353,0.0,0.24299065420560712,0.0,0.7714232902189315,3.290147164454074
1.0,1.0,25.0,0.1,0.03,3.2298559431910308,0.0,3.2298559431910308,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,2.081317948086437,0.0,0.24761904761904846,0.0,0.9009189474855454,3.229855943191031,1.0,1.0,25.0,0.1,0.03,2.7449965431872347,0.0,2.7449965431872347,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.6416204035777267,0.0,0.20000000000000026,0.0,0.9033761396095079,2.7449965431872347,1.0,1.0,25.0,0.1,0.03,2.657414999442884,0.0,2.657414999442884,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.8948077479316918,0.0,0.19847328244274834,0.0,0.5641339690684443,2.657414999442884,1.0,1.0,25.0,0.1,0.03,3.3047701245692567,0.0,3.3047701245692567,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.991475303178467,0.0,0.2500000000000002,0.0,1.0632948213907896,3.3047701245692567,1.0,1.0,25.0,0.1,0.03,2.9749815094970007,0.0,2.9749815094970007,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,2.155957787396397,0.0,0.24299065420560753,0.0,0.5760330678949962,2.9749815094970007
1.0,1.0,26.0,0.1,0.03,2.9501486146516593,0.0,2.9501486146516593,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,2.081317948086437,0.0,0.2476190476190484,0.0,0.6212116189461738,2.95014861465166,1.0,1.0,26.0,0.1,0.03,2.579749877795366,0.0,2.579749877795366,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.6416204035777267,0.0,0.20000000000000115,0.0,0.7381294742176381,2.579749877795366,1.0,1.0,26.0,0.1,0.03,2.5542229258159077,0.0,2.5542229258159077,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.8948077479316918,0.0,0.19847328244274764,0.0,0.46094189544146824,2.5542229258159077,1.0,1.0,26.0,0.1,0.03,3.1102709388378047,0.0,3.1102709388378047,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.991475303178467,0.0,0.25000000000000006,0.0,0.8687956356593376,3.1102709388378047,1.0,1.0,26.0,0.1,0.03,2.8696128380748815,0.0,2.8696128380748815,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,2.155957787396397,0.0,0.24299065420560764,0.0,0.47066439647287706,2.8696128380748815
1.0,1.0,27.0,0.1,0.03,2.836515827698443,0.0,2.836515827698443,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,2.081317948086437,0.0,0.24761904761904774,0.0,0.507578831992958,2.8365158276984426,1.0,1.0,27.0,0.1,0.03,2.5158679586938084,0.0,2.5158679586938084,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.6416204035777267,0.0,0.20000000000000015,0.0,0.6742475551160815,2.5158679586938084,1.0,1.0,27.0,0.1,0.03,2.514330394893306,0.0,2.514330394893306,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.8948077479316918,0.0,0.1984732824427465,0.0,0.42104936451886765,2.514330394893306,1.0,1.0,27.0,0.1,0.03,3.0350804276178027,0.0,3.0350804276178027,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.991475303178467,0.0,0.24999999999999972,0.0,0.793605124439336,3.0350804276178027,1.0,1.0,27.0,0.1,0.03,2.828878866665147,0.0,2.828878866665147,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,2.155957787396397,0.0,0.24299065420560712,0.0,0.429930425063143,2.828878866665147
1.0,1.0,28.0,0.1,0.03,3.044459137758933,0.0,3.044459137758933,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,2.333190014571949,0.0,0.24761904761904846,0.0,0.46365007556793525,3.044459137758933,1.0,1.0,28.0,0.1,0.03,2.4995104524856857,0.0,2.4995104524856857,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.6416204035777267,0.0,0.20000000000000026,0.0,0.6578900489079589,2.4995104524856857,1.0,1.0,28.0,0.1,0.03,2.5041155748481456,0.0,2.5041155748481456,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.8948077479316918,0.0,0.19847328244274834,0.0,0.41083454447370554,2.5041155748481456,1.0,1.0,28.0,0.1,0.03,3.015827260659594,0.0,3.015827260659594,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,1.991475303178467,0.0,0.2500000000000002,0.0,0.7743519574811266,3.015827260659594,1.0,1.0,28.0,0.1,0.03,2.818448588433259,0.0,2.818448588433259,0.0,-0.0,-0.0,20.0,2.0,20.0,1.0,0.0,2.155957787396397,0.0,0.24299065420560753,0.0,0.4195001468312547,2.8184485884332595
1.0,1.0,29.0,0.1,0.03,5.229961106856916,3.044e-5,5.229930666856916,0.0,-0.0,-0.0,20.0,1.0,20.10916677191154,1.0,0.0,4.529940313402633,0.0,0.2476190476190484,0.0,0.4524017458352346,5.229961106856916,1.0,1.0,29.0,0.1,0.03,4.557563353580173,3.044e-5,4.557532913580173,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,3.703955381471573,0.0,0.20000000000000115,0.0,0.653607972108599,4.557563353580173,1.0,1.0,29.0,0.1,0.03,5.4808411367875784,3.044e-5,5.480810696787579,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,4.874207351560526,0.0,0.19847328244274764,0.0,0.40816050278430543,5.4808411367875784,1.0,1.0,29.0,0.1,0.03,6.012946568013038,3.044e-5,6.012916128013038,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,4.993634714964518,0.0,0.25000000000000006,0.0,0.76931185304852,6.012946568013038,1.0,1.0,29.0,0.1,0.03,5.5625817709827325,3.044e-5,5.562551330982733,0.0,-0.0,-0.0,20.0,1.0,20.0,1.0,0.0,4.902821413808118,0.0,0.24299065420560764,0.0,0.41676970296900767,5.562581770982733
1.0,1.0,30.0,0.1,0.03,5.227016512384533,0.111554452,5.115462060384533,0.0,-0.0,-0.0,22.0,-0.4,21.114865379816074,1.0,0.0,4.529940313402633,0.0,0.24761904761904774,0.0,0.44945715136285275,5.227016512384533,1.0,1.0,30.0,0.1,0.03,2.9675837847660054,0.111554452,2.8560293327660053,0.0,-0.0,-0.0,22.0,-0.4,22.0,1.0,0.0,2.0429053911189454,0.0,0.20000000000000015,0.0,0.7246783936470599,2.9675837847660054,1.0,1.0,30.0,0.1,0.03,4.895229325224393,0.111554452,4.783674873224393,0.0,-0.0,-0.0,22.0,-0.4,21.186179744613437,1.0,0.0,4.244213983701293,0.0,0.1984732824427465,0.0,0.4525420590803532,4.895229325224393,1.0,1.0,30.0,0.1,0.03,3.5812437768664718,0.111554452,3.4696893248664717,0.0,-0.0,-0.0,22.0,-0.4,22.0,1.0,0.0,2.478280377288761,0.0,0.24999999999999972,0.0,0.8529633995777112,3.5812437768664718,1.0,1.0,30.0,0.1,0.03,5.5786762839442225,0.111554452,5.4671218319442225,0.0,-0.0,-0.0,22.0,-0.4,21.065841031308487,1.0,0.0,4.873598244399686,0.0,0.24299065420560712,0.0,0.4620873853389299,5.5786762839442225
1.0,1.0,31.0,0.1,0.03,3.5210387664760794,0.429120776,3.0919179904760794,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.775090597448578,0.0,0.24761904761904846,0.0,0.49832912140845304,3.5210387664760794,1.0,1.0,31.0,0.1,0.03,3.400584817673688,0.429120776,2.971464041673688,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.1888272047702966,0.0,0.20000000000000026,0.0,1.0117576129033912,3.400584817673688,1.0,1.0,31.0,0.1,0.03,3.356698881429111,0.429120776,2.9275781054291112,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.526410330575582,0.0,0.19847328244274834,0.0,0.6318152684107813,3.356698881429111,1.0,1.0,31.0,0.1,0.03,4.0961627517512635,0.429120776,3.6670419757512636,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.6553004042379618,0.0,0.2500000000000002,0.0,1.190862347513302,4.0961627517512635,1.0,1.0,31.0,0.1,0.03,3.762742984562248,0.429120776,3.333622208562248,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.8746103831952055,0.0,0.24299065420560753,0.0,0.6451419471614351,3.7627429845622484
1.0,1.0,32.0,0.1,0.03,3.810953406162362,0.928981032,2.8819723741623617,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.8675936173635295,0.0,0.2476190476190484,0.0,0.695740741179784,3.810953406162362,1.0,1.0,32.0,0.1,0.03,3.863194348834968,0.928981032,2.9342133168349678,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.2617881115959726,0.0,0.20000000000000115,0.0,1.4014062372389946,3.863194348834968,1.0,1.0,32.0,0.1,0.03,3.6842375876840787,0.928981032,2.7552565556840785,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.6106240082614347,0.0,0.19847328244274764,0.0,0.8751402969798958,3.6842375876840783,1.0,1.0,32.0,0.1,0.03,4.643298299211272,0.928981032,3.714317267211272,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.7438104177125564,0.0,0.25000000000000006,0.0,1.649487881498716,4.643298299211272,1.0,1.0,32.0,0.1,0.03,4.107020736876226,0.928981032,3.178039704876226,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.970430729301706,0.0,0.24299065420560764,0.0,0.8935993533689128,4.107020736876226
1.0,1.0,33.0,0.1,0.03,4.0788974464355405,1.363838064,2.7150593824355402,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.8675936173635295,0.0,0.24761904761904774,0.0,0.9636847814529632,4.0788974464355405,1.0,1.0,33.0,0.1,0.03,4.383616441481981,1.363838064,3.0197783774819804,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.2617881115959726,0.0,0.20000000000000015,0.0,1.921828329886008,4.383616441481981,1.0,1.0,33.0,0.1,0.03,3.660543713280206,1.363838064,2.296705649280206,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.6106240082614347,0.0,0.1984732824427465,0.0,0.8514464225760245,3.6605437132802057,1.0,1.0,33.0,0.1,0.03,5.255847260586456,1.363838064,3.8920091965864554,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.7438104177125564,0.0,0.24999999999999972,0.0,2.2620368428738997,5.255847260586457,1.0,1.0,33.0,0.1,0.03,4.438865160791801,1.363838064,3.0750270967918008,0.0,-0.0,-0.0,22.0,-2.8,22.0,1.0,0.0,2.970430729301706,0.0,0.24299065420560712,0.0,1.2254437772844875,4.4388651607918
1.0,1.0,34.0,0.1,0.03,4.06436916316421,1.838928516,2.22544064716421,0.0,-0.0,-0.0,22.0,-2.9,22.0,1.0,0.0,2.879156494852898,0.0,0.24761904761904846,0.0,0.9375936206922637,4.06436916316421,1.0,1.0,34.0,0.1,0.03,4.384663122761181,1.838928516,2.5457346067611812,0.0,-0.0,-0.0,22.0,-2.9,22.0,1.0,0.0,2.2709082249491814,0.0,0.20000000000000026,0.0,1.9137548978119994,4.384663122761181,1.0,1.0,34.0,0.1,0.03,3.5293545334723593,1.838928516,1.6904260174723593,0.0,-0.0,-0.0,22.0,-2.9,22.0,1.0,0.0,2.6211507179721685,0.0,0.19847328244274834,0.0,0.7097305330574426,3.5293545334723593,1.0,1.0,34.0,0.1,0.03,5.257408394104608,1.838928516,3.418479878104608,0.0,-0.0,-0.0,22.0,-2.9,22.0,1.0,0.0,2.754874169396885,0.0,0.2500000000000002,0.0,2.252534224707723,5.257408394104608,1.0,1.0,34.0,0.1,0.03,4.445694722342822,1.838928516,2.6067662063428214,0.0,-0.0,-0.0,22.0,-2.9,22.0,1.0,0.0,2.9824082725650216,0.0,0.24299065420560753,0.0,1.220295795572193,4.4456947223428225
1.0,1.0,35.0,0.1,0.03,3.919877695435529,2.055904904,1.863972791435529,0.0,-0.0,-0.0,22.0,-3.0,22.0,1.0,0.0,2.8907193723422657,0.0,0.2476190476190484,0.0,0.7815392754742144,3.9198776954355288,1.0,1.0,35.0,0.1,0.03,4.011032255585254,2.055904904,1.9551273515852534,0.0,-0.0,-0.0,22.0,-3.0,22.0,1.0,0.0,2.2800283383023947,0.0,0.20000000000000115,0.0,1.531003917282858,4.011032255585254,1.0,1.0,35.0,0.1,0.03,3.533049950910524,2.055904904,1.477145046910524,0.0,-0.0,-0.0,22.0,-3.0,22.0,1.0,0.0,2.631677427682902,0.0,0.19847328244274764,0.0,0.7028992407848749,3.533049950910524,1.0,1.0,35.0,0.1,0.03,4.81796529970951,2.055904904,2.7620603957095096,0.0,-0.0,-0.0,22.0,-3.0,22.0,1.0,0.0,2.7659379210812083,0.0,0.25000000000000006,0.0,1.8020273786283014,4.81796529970951,1.0,1.0,35.0,0.1,0.03,4.213613105875261,2.055904904,2.157708201875261,0.0,-0.0,-0.0,22.0,-3.0,22.0,1.0,0.0,2.9943858158283367,0.0,0.24299065420560764,0.0,0.9762366358413168,4.213613105875261
1.0,1.0,36.0,0.1,0.03,3.796726455374313,2.089110064,1.7076163913743128,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.775090597448578,0.0,0.24761904761904774,0.0,0.7740168103066871,3.7967264553743125,1.0,1.0,36.0,0.1,0.03,3.6136303393216394,2.089110064,1.5245202753216391,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.1888272047702966,0.0,0.20000000000000015,0.0,1.2248031345513426,3.6136303393216394,1.0,1.0,36.0,0.1,0.03,3.441356089655118,2.089110064,1.3522460256551176,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.526410330575582,0.0,0.1984732824427465,0.0,0.7164724766367895,3.441356089655118,1.0,1.0,36.0,0.1,0.03,4.34692230799401,2.089110064,2.25781224399401,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.6553004042379618,0.0,0.24999999999999972,0.0,1.441621903756049,4.346922307994011,1.0,1.0,36.0,0.1,0.03,3.898590346536194,2.089110064,1.8094802825361935,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.8746103831952055,0.0,0.24299065420560712,0.0,0.7809893091353817,3.8985903465361944
1.0,1.0,37.0,0.1,0.03,3.8116729969410796,2.043023612,1.7686493849410798,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.775090597448578,0.0,0.24761904761904846,0.0,0.788963351873453,3.811672996941079,1.0,1.0,37.0,0.1,0.03,3.3686697112029442,2.043023612,1.3256460992029444,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.1888272047702966,0.0,0.20000000000000026,0.0,0.9798425064326474,3.3686697112029442,1.0,1.0,37.0,0.1,0.03,3.428710706575222,2.043023612,1.385687094575222,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.526410330575582,0.0,0.19847328244274834,0.0,0.7038270935568915,3.4287107065752216,1.0,1.0,37.0,0.1,0.03,4.058597925820455,2.043023612,2.015574313820455,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.6553004042379618,0.0,0.2500000000000002,0.0,1.1532975215824928,4.058597925820455,1.0,1.0,37.0,0.1,0.03,3.7423924839385716,2.043023612,1.6993688719385716,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.8746103831952055,0.0,0.24299065420560753,0.0,0.6247914465377584,3.7423924839385716
1.0,1.0,38.0,0.1,0.03,3.682119411052171,1.97769484,1.7044245710521708,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.659461822554883,0.0,0.2476190476190484,0.0,0.7750385408782391,3.6821194110521707,1.0,1.0,38.0,0.1,0.03,3.265371757901722,1.97769484,1.2876769179017216,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.0976260712382033,0.0,0.20000000000000115,0.0,0.9677456866635175,3.265371757901722,1.0,1.0,38.0,0.1,0.03,3.30520652655915,1.97769484,1.3275116865591499,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.4211432334682694,0.0,0.19847328244274764,0.0,0.6855900106481327,3.3052065265591497,1.0,1.0,38.0,0.1,0.03,3.9337221694977167,1.97769484,1.9560273294977166,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.54466288739471,0.0,0.25000000000000006,0.0,1.139059282103007,3.9337221694977167,1.0,1.0,38.0,0.1,0.03,3.6149035774844434,1.97769484,1.6372087374844433,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.754834950562067,0.0,0.24299065420560764,0.0,0.6170779727167686,3.6149035774844434
1.0,1.0,39.0,0.1,0.03,3.662037146165137,1.54355574,2.118481406165137,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.659461822554883,0.0,0.24761904761904774,0.0,0.7549562759912063,3.662037146165137,1.0,1.0,39.0,0.1,0.03,3.2653717579017205,1.54355574,1.7218160179017206,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.0976260712382033,0.0,0.20000000000000015,0.0,0.9677456866635175,3.265371757901721,1.0,1.0,39.0,0.1,0.03,3.307579037887578,1.54355574,1.764023297887578,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.4211432334682694,0.0,0.1984732824427465,0.0,0.687962521976562,3.307579037887578,1.0,1.0,39.0,0.1,0.03,3.9337221694977167,1.54355574,2.3901664294977167,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.54466288739471,0.0,0.24999999999999972,0.0,1.139059282103007,3.9337221694977162,1.0,1.0,39.0,0.1,0.03,3.614903577484443,1.54355574,2.071347837484443,0.0,-0.0,-0.0,22.0,-1.0,22.0,1.0,0.0,2.754834950562067,0.0,0.24299065420560712,0.0,0.6170779727167686,3.614903577484443
1.0,1.0,40.0,0.1,0.03,3.7802784770900457,1.229734192,2.5505442850900457,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.775090597448578,0.0,0.24761904761904846,0.0,0.757568832022419,3.7802784770900453,1.0,1.0,40.0,0.1,0.03,3.356572891433814,1.229734192,2.126838699433814,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.1888272047702966,0.0,0.20000000000000026,0.0,0.9677456866635175,3.356572891433814,1.0,1.0,40.0,0.1,0.03,3.4712448690459317,1.229734192,2.2415106770459317,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.526410330575582,0.0,0.19847328244274834,0.0,0.7463612560276014,3.4712448690459317,1.0,1.0,40.0,0.1,0.03,4.044359686340969,1.229734192,2.814625494340969,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.6553004042379618,0.0,0.2500000000000002,0.0,1.139059282103007,4.044359686340969,1.0,1.0,40.0,0.1,0.03,3.7346790101175817,1.229734192,2.5049448181175817,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.8746103831952055,0.0,0.24299065420560753,0.0,0.6170779727167686,3.7346790101175817
1.0,1.0,41.0,0.1,0.03,3.8445858475257575,0.778345032,3.0662408155257577,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.775090597448578,0.0,0.2476190476190484,0.0,0.8218762024581314,3.8445858475257575,1.0,1.0,41.0,0.1,0.03,3.5501220282831483,0.778345032,2.771776996283148,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.1888272047702966,0.0,0.20000000000000115,0.0,1.1612948235128502,3.550122028283148,1.0,1.0,41.0,0.1,0.03,3.6844277913491954,0.778345032,2.9060827593491956,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.526410330575582,0.0,0.19847328244274764,0.0,0.9595441783308659,3.6844277913491954,1.0,1.0,41.0,0.1,0.03,4.272171542192631,0.778345032,3.4938265101926316,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.6553004042379618,0.0,0.25000000000000006,0.0,1.3668711379546699,4.272171542192631,1.0,1.0,41.0,0.1,0.03,3.8580946043527167,0.778345032,3.0797495723527164,0.0,-0.0,-0.0,22.0,-2.0,22.0,1.0,0.0,2.8746103831952055,0.0,0.24299065420560764,0.0,0.7404935669519035,3.8580946043527167
