pMonth,pWeek,pDay,pHour,pBuy_Energy,pSell_Energy,pBuy_NetworkConnection,pBuy_FirmCapacity,pSell_FirmCapacity,pNonControllableLoad,pPV_Generation,pOtherNonControllableGen,pOutdoorTemp,pSetPoint,pSell_PrimaryUpCap,pSell_PrimaryDownCap,pSell_PrimaryEnergy,pBuy_PrimaryEnergy,pD2CPrimaryUp,pD2CPrimaryDown,pWH_use,pMonthly_Network_Cost,pHP_Month,pAC_Month,,,true NYISO lmp
7,28,189,4535,0.0728,0,0.05,0,0,0.897510973,0,0,24.4,24,0.16415,0.16415,0,0,0,0,0,,,,,,0.03283
7,28,189,4536,0.0699,0,0.05,0,0,0.602871623,0,0,23.9,24,0.1494,0.1494,0,0,0,0,0,,,,,,0.02988
7,28,190,4537,0.0578,0,0.05,0,0,0.487061341,0,0,23.9,24,0.08885,0.08885,0,0,0,0,0,,,,,,0.01777
7,28,190,4538,0.0577,0,0.05,0,0,0.43156412,0,0,22.2,24,0.08865,0.08865,0,0,0,0,0,,,,,,0.01773
7,28,190,4539,0.0573,0,0.05,0,0,0.418843325,0,0,21.1,24,0.0866,0.0866,0,0,0,0,0,,,,,,0.01732
7,28,190,4540,0.0536,0,0.05,0,0,0.418977478,0,0,15,24,0.06785,0.06785,0,0,0,0,0,,,,,,0.01357
7,28,190,4541,0.0583,0,0.05,0,0,0.467299205,0.00000761,0,19.4,22,0.0916,0.0916,0,0,0,0,0,,,,,,0.01832
7,28,190,4542,0.0667,0,0.05,0,0,0.60197979,0.027888613,0,21.1,22,0.1334,0.1334,0,0,0,0,0,,,,,,0.02668
7,28,190,4543,0.0704,0,0.05,0,0,0.777853346,0.107280194,0,22.8,22,0.15175,0.15175,0,0,0,0,-0.25,,,,,,0.03035
7,28,190,4544,0.0756,0,0.05,0,0,0.7499573,0.232245258,0,23.9,22,0.178,0.178,0,0,0,0,-0.5,,,,,,0.0356
7,28,190,4545,0.0845,0,0.05,0,0,0.714771632,0.340959516,0,24.4,24,0.22245,0.22245,0,0,0,0,-0.25,,,,,,0.04449
7,28,190,4546,0.0743,0,0.05,0,0,0.731098903,0.459732129,0,25,24,0.1717,0.1717,0,0,0,0,0,,,,,,0.03434
7,28,190,4547,0.0787,0,0.05,0,0,0.747054313,0.513976226,0,26.7,24,0.1933,0.1933,0,0,0,0,0,,,,,,0.03866
7,28,190,4548,0.0799,0,0.05,0,0,0.727267357,0.522277516,0,26.7,24,0.19935,0.19935,0,0,0,0,0,,,,,,0.03987
7,28,190,4549,0.0949,0,0.05,0,0,0.701179408,0.510755903,0,27.3,24,0.2745,0.2745,0,0,0,0,0,,,,,,0.0549
7,28,190,4550,0.0972,0,0.05,0,0,0.687429946,0.49442371,0,27.8,24,0.2859,0.2859,0,0,0,0,0,,,,,,0.05718
7,28,190,4551,0.0921,0,0.05,0,0,0.708467816,0.385888935,0,28.9,24,0.26065,0.26065,0,0,0,0,0,,,,,,0.05213
7,28,190,4552,0.0935,0,0.05,0,0,0.809354212,0.307433548,0,28.9,24,0.2674,0.2674,0,0,0,0,0,,,,,,0.05348
7,28,190,4553,0.0872,0,0.05,0,0,0.975482889,0.194586258,0,28.9,22,0.23585,0.23585,0,0,0,0,0,,,,,,0.04717
7,28,190,4554,0.0783,0,0.05,0,0,1.021934779,0.087847871,0,27.2,22,0.1916,0.1916,0,0,0,0,-0.25,,,,,,0.03832
7,28,190,4555,0.0785,0,0.05,0,0,1.082542245,0.01736629,0,26.1,22,0.19245,0.19245,0,0,0,0,-0.75,,,,,,0.03849
7,28,190,4556,0.0831,0,0.05,0,0,1.25812139,0,0,23.9,22,0.2153,0.2153,0,0,0,0,-1.25,,,,,,0.04306
7,28,190,4557,0.0772,0,0.05,0,0,1.423106201,0,0,20,24,0.18575,0.18575,0,0,0,0,-0.5,,,,,,0.03715
7,28,190,4558,0.0769,0,0.05,0,0,1.196446822,0,0,18.3,24,0.18445,0.18445,0,0,0,0,0,,,,,,0.03689
7,28,190,4559,0.0769,0,0.05,0,0,0.897510973,0,0,17.8,24,0.1846,0.1846,0,0,0,0,0,,,,,,0.03692
7,28,190,4560,0.0797,0,0.05,0,0,0.602871623,0,0,17.2,24,0.19865,0.19865,0,0,0,0,0,,,,,,0.03973
7,28,191,4561,0.0695,0,0.05,0,0,0.483114317,0,0,16.7,24,0.14765,0.14765,0,0,0,0,0,,,,,,0.02953
7,28,191,4562,0.0634,0,0.05,0,0,0.428952881,0,0,16.1,24,0.11675,0.11675,0,0,0,0,0,,,,,,0.02335
7,28,191,4563,0.0657,0,0.05,0,0,0.41747792,0,0,13.3,24,0.12825,0.12825,0,0,0,0,0,,,,,,0.02565
7,28,191,4564,0.0561,0,0.05,0,0,0.416306322,0,0,12.8,24,0.08065,0.08065,0,0,0,0,0,,,,,,0.01613
7,28,191,4565,0.0571,0,0.05,0,0,0.463202513,0.00000761,0,12.2,22,0.0856,0.0856,0,0,0,0,0,,,,,,0.01712
7,28,191,4566,0.0663,0,0.05,0,0,0.591354278,0.027888613,0,16.1,22,0.1313,0.1313,0,0,0,0,0,,,,,,0.02626
7,28,191,4567,0.0622,0,0.05,0,0,0.756691984,0.107280194,0,19.4,22,0.11115,0.11115,0,0,0,0,-0.25,,,,,,0.02223
7,28,191,4568,0.0719,0,0.05,0,0,0.717519999,0.232245258,0,22.2,22,0.1593,0.1593,0,0,0,0,-0.5,,,,,,0.03186
7,28,191,4569,0.0696,0,0.05,0,0,0.669740573,0.340959516,0,24.4,24,0.148,0.148,0,0,0,0,-0.25,,,,,,0.0296
7,28,191,4570,0.0732,0,0.05,0,0,0.680182674,0.459732129,0,25,24,0.16605,0.16605,0,0,0,0,0,,,,,,0.03321
7,28,191,4571,0.0746,0,0.05,0,0,0.694565554,0.513976226,0,26.7,24,0.17315,0.17315,0,0,0,0,0,,,,,,0.03463
7,28,191,4572,0.0724,0,0.05,0,0,0.67945685,0.522277516,0,27.8,24,0.1621,0.1621,0,0,0,0,0,,,,,,0.03242
7,28,191,4573,0.0742,0,0.05,0,0,0.657591376,0.510755903,0,28.3,24,0.171,0.171,0,0,0,0,0,,,,,,0.0342
7,28,191,4574,0.0837,0,0.05,0,0,0.648304374,0.49442371,0,28.9,24,0.2184,0.2184,0,0,0,0,0,,,,,,0.04368
7,28,191,4575,0.0814,0,0.05,0,0,0.671408843,0.385888935,0,27.8,24,0.2071,0.2071,0,0,0,0,0,,,,,,0.04142
7,28,191,4576,0.0799,0,0.05,0,0,0.773436293,0.307433548,0,27.8,24,0.19965,0.19965,0,0,0,0,0,,,,,,0.03993
7,28,191,4577,0.0808,0,0.05,0,0,0.940130959,0.194586258,0,27.8,22,0.2042,0.2042,0,0,0,0,0,,,,,,0.04084
7,28,191,4578,0.0786,0,0.05,0,0,0.987624463,0.087847871,0,26.7,22,0.19285,0.19285,0,0,0,0,-0.25,,,,,,0.03857
7,28,191,4579,0.0743,0,0.05,0,0,1.048297491,0.01736629,0,24.4,22,0.17135,0.17135,0,0,0,0,-0.75,,,,,,0.03427
7,28,191,4580,0.0730,0,0.05,0,0,1.22326602,0,0,23.3,22,0.16495,0.16495,0,0,0,0,-1.25,,,,,,0.03299
7,28,191,4581,0.0769,0,0.05,0,0,1.387499344,0,0,22.2,24,0.18435,0.18435,0,0,0,0,-0.5,,,,,,0.03687
7,28,191,4582,0.0753,0,0.05,0,0,1.168153611,0,0,21.7,24,0.17645,0.17645,0,0,0,0,0,,,,,,0.03529
7,28,191,4583,0.0761,0,0.05,0,0,0.881976128,0,0,21.1,24,0.18065,0.18065,0,0,0,0,0,,,,,,0.03613
7,28,191,4584,0.0731,0,0.05,0,0,0.59629794,0,0,21.7,24,0.1657,0.1657,0,0,0,0,0,,,,,,0.03314
7,28,192,4585,0.0725,0,0.05,0,0,0.483114317,0,0,20,24,0.1624,0.1624,0,0,0,0,0,,,,,,0.03248
7,28,192,4586,0.0619,0,0.05,0,0,0.428952881,0,0,18.3,24,0.10935,0.10935,0,0,0,0,0,,,,,,0.02187
7,28,192,4587,0.0643,0,0.05,0,0,0.41747792,0,0,17.8,24,0.12125,0.12125,0,0,0,0,0,,,,,,0.02425
7,28,192,4588,0.0641,0,0.05,0,0,0.416306322,0,0,17.2,24,0.12045,0.12045,0,0,0,0,0,,,,,,0.02409
7,28,192,4589,0.0619,0,0.05,0,0,0.463202513,0.00000761,0,16.7,22,0.10935,0.10935,0,0,0,0,0,,,,,,0.02187
7,28,192,4590,0.0714,0,0.05,0,0,0.591354278,0.027888613,0,17.2,22,0.15705,0.15705,0,0,0,0,0,,,,,,0.03141
7,28,192,4591,0.0731,0,0.05,0,0,0.756691984,0.107280194,0,21.1,22,0.1655,0.1655,0,0,0,0,-0.25,,,,,,0.0331
7,28,192,4592,0.0753,0,0.05,0,0,0.717519999,0.232245258,0,22.8,22,0.1765,0.1765,0,0,0,0,-0.5,,,,,,0.0353
7,28,192,4593,0.0713,0,0.05,0,0,0.669740573,0.340959516,0,24.4,24,0.1566,0.1566,0,0,0,0,-0.25,,,,,,0.03132
7,28,192,4594,0.0722,0,0.05,0,0,0.680182674,0.459732129,0,25.6,24,0.1609,0.1609,0,0,0,0,0,,,,,,0.03218
7,28,192,4595,0.0758,0,0.05,0,0,0.694565554,0.513976226,0,26.8,24,0.17905,0.17905,0,0,0,0,0,,,,,,0.03581
7,28,192,4596,0.0763,0,0.05,0,0,0.67945685,0.522277516,0,27.8,24,0.1814,0.1814,0,0,0,0,0,,,,,,0.03628
7,28,192,4597,0.0801,0,0.05,0,0,0.657591376,0.510755903,0,28.9,24,0.2006,0.2006,0,0,0,0,0,,,,,,0.04012
7,28,192,4598,0.0837,0,0.05,0,0,0.648304374,0.49442371,0,29.4,24,0.2186,0.2186,0,0,0,0,0,,,,,,0.04372
7,28,192,4599,0.1113,0,0.05,0,0,0.671408843,0.385888935,0,29.4,24,0.35645,0.35645,0,0,0,0,0,,,,,,0.07129
7,28,192,4600,0.2048,0,0.05,0,0,0.773436293,0.307433548,0,29.4,24,0.82375,0.82375,0,0,0,0,0,,,,,,0.16475
7,28,192,4601,0.0867,0,0.05,0,0,0.940130959,0.194586258,0,28.9,22,0.2336,0.2336,0,0,0,0,0,,,,,,0.04672
7,28,192,4602,0.0783,0,0.05,0,0,0.987624463,0.087847871,0,27.8,22,0.1915,0.1915,0,0,0,0,-0.25,,,,,,0.0383
7,28,192,4603,0.0751,0,0.05,0,0,1.048297491,0.01736629,0,26.1,22,0.17545,0.17545,0,0,0,0,-0.75,,,,,,0.03509
7,28,192,4604,0.0761,0,0.05,0,0,1.22326602,0,0,23.3,22,0.1803,0.1803,0,0,0,0,-1.25,,,,,,0.03606
7,28,192,4605,0.0744,0,0.05,0,0,1.387499344,0,0,21.1,24,0.1718,0.1718,0,0,0,0,-0.5,,,,,,0.03436
7,28,192,4606,0.0735,0,0.05,0,0,1.168153611,0,0,18.3,24,0.16725,0.16725,0,0,0,0,0,,,,,,0.03345
7,28,192,4607,0.0737,0,0.05,0,0,0.881976128,0,0,17.2,24,0.16855,0.16855,0,0,0,0,0,,,,,,0.03371
7,28,192,4608,0.0750,0,0.05,0,0,0.59629794,0,0,16.1,24,0.17495,0.17495,0,0,0,0,0,,,,,,0.03499
7,28,193,4609,0.0744,0,0.05,0,0,0.483114317,0,0,16.1,24,0.1718,0.1718,0,0,0,0,0,,,,,,0.03436
7,28,193,4610,0.0653,0,0.05,0,0,0.428952881,0,0,16.1,24,0.1264,0.1264,0,0,0,0,0,,,,,,0.02528
7,28,193,4611,0.0648,0,0.05,0,0,0.41747792,0,0,15.6,24,0.12415,0.12415,0,0,0,0,0,,,,,,0.02483
7,28,193,4612,0.0616,0,0.05,0,0,0.416306322,0,0,15.6,24,0.108,0.108,0,0,0,0,0,,,,,,0.0216
7,28,193,4613,0.0602,0,0.05,0,0,0.463202513,0.00000761,0,13.3,22,0.1012,0.1012,0,0,0,0,0,,,,,,0.02024
7,28,193,4614,0.0612,0,0.05,0,0,0.591354278,0.027888613,0,16.1,22,0.10605,0.10605,0,0,0,0,0,,,,,,0.02121
7,28,193,4615,0.0673,0,0.05,0,0,0.756691984,0.107280194,0,20,22,0.1366,0.1366,0,0,0,0,-0.25,,,,,,0.02732
7,28,193,4616,0.0699,0,0.05,0,0,0.717519999,0.232245258,0,22.2,22,0.14965,0.14965,0,0,0,0,-0.5,,,,,,0.02993
7,28,193,4617,0.0742,0,0.05,0,0,0.669740573,0.340959516,0,24.5,24,0.171,0.171,0,0,0,0,-0.25,,,,,,0.0342
7,28,193,4618,0.0779,0,0.05,0,0,0.680182674,0.459732129,0,26.7,24,0.18925,0.18925,0,0,0,0,0,,,,,,0.03785
7,28,193,4619,0.0837,0,0.05,0,0,0.694565554,0.513976226,0,27.2,24,0.2187,0.2187,0,0,0,0,0,,,,,,0.04374
7,28,193,4620,0.0900,0,0.05,0,0,0.67945685,0.522277516,0,27.2,24,0.25015,0.25015,0,0,0,0,0,,,,,,0.05003
7,28,193,4621,0.1385,0,0.05,0,0,0.657591376,0.510755903,0,27.8,24,0.49225,0.49225,0,0,0,0,0,,,,,,0.09845
7,28,193,4622,0.1826,0,0.05,0,0,0.648304374,0.49442371,0,27.2,24,0.7128,0.7128,0,0,0,0,0,,,,,,0.14256
7,28,193,4623,0.1210,0,0.05,0,0,0.671408843,0.385888935,0,27.2,24,0.40515,0.40515,0,0,0,0,0,,,,,,0.08103
7,28,193,4624,0.1124,0,0.05,0,0,0.773436293,0.307433548,0,26.7,24,0.3621,0.3621,0,0,0,0,0,,,,,,0.07242
7,28,193,4625,0.0874,0,0.05,0,0,0.940130959,0.194586258,0,26.1,22,0.2372,0.2372,0,0,0,0,0,,,,,,0.04744
7,28,193,4626,0.0887,0,0.05,0,0,0.987624463,0.087847871,0,24.4,22,0.2436,0.2436,0,0,0,0,-0.25,,,,,,0.04872
7,28,193,4627,0.0816,0,0.05,0,0,1.048297491,0.01736629,0,22.8,22,0.20785,0.20785,0,0,0,0,-0.75,,,,,,0.04157
7,28,193,4628,0.0869,0,0.05,0,0,1.22326602,0,0,21.7,22,0.2345,0.2345,0,0,0,0,-1.25,,,,,,0.0469
7,28,193,4629,0.1136,0,0.05,0,0,1.387499344,0,0,21.1,24,0.36775,0.36775,0,0,0,0,-0.5,,,,,,0.07355
7,28,193,4630,0.0802,0,0.05,0,0,1.168153611,0,0,20.6,24,0.2011,0.2011,0,0,0,0,0,,,,,,0.04022
7,28,193,4631,0.0741,0,0.05,0,0,0.881976128,0,0,20.6,24,0.17035,0.17035,0,0,0,0,0,,,,,,0.03407
7,28,193,4632,0.0749,0,0.05,0,0,0.59629794,0,0,20.6,24,0.1746,0.1746,0,0,0,0,0,,,,,,0.03492
7,28,194,4633,0.0704,0,0.05,0,0,0.483114317,0,0,21.1,24,0.15215,0.15215,0,0,0,0,0,,,,,,0.03043
7,28,194,4634,0.0665,0,0.05,0,0,0.428952881,0,0,21.1,24,0.13245,0.13245,0,0,0,0,0,,,,,,0.02649
7,28,194,4635,0.0626,0,0.05,0,0,0.41747792,0,0,21.1,24,0.11285,0.11285,0,0,0,0,0,,,,,,0.02257
7,28,194,4636,0.0607,0,0.05,0,0,0.416306322,0,0,21.1,24,0.10365,0.10365,0,0,0,0,0,,,,,,0.02073
7,28,194,4637,0.0659,0,0.05,0,0,0.463202513,0.00000761,0,15.6,22,0.12955,0.12955,0,0,0,0,0,,,,,,0.02591
7,28,194,4638,0.0697,0,0.05,0,0,0.591354278,0.027888613,0,20.6,22,0.1485,0.1485,0,0,0,0,0,,,,,,0.0297
7,28,194,4639,0.0646,0,0.05,0,0,0.756691984,0.107280194,0,18.9,22,0.12285,0.12285,0,0,0,0,-0.25,,,,,,0.02457
7,28,194,4640,0.0704,0,0.05,0,0,0.717519999,0.232245258,0,19.4,22,0.15205,0.15205,0,0,0,0,-0.5,,,,,,0.03041
7,28,194,4641,0.0794,0,0.05,0,0,0.669740573,0.340959516,0,18.3,24,0.19685,0.19685,0,0,0,0,-0.25,,,,,,0.03937
7,28,194,4642,0.0778,0,0.05,0,0,0.680182674,0.459732129,0,18.3,24,0.18905,0.18905,0,0,0,0,0,,,,,,0.03781
7,28,194,4643,0.0762,0,0.05,0,0,0.694565554,0.513976226,0,18.9,24,0.18085,0.18085,0,0,0,0,0,,,,,,0.03617
7,28,194,4644,0.0732,0,0.05,0,0,0.67945685,0.522277516,0,18.9,24,0.166,0.166,0,0,0,0,0,,,,,,0.0332
7,28,194,4645,0.0725,0,0.05,0,0,0.657591376,0.510755903,0,18.9,24,0.1623,0.1623,0,0,0,0,0,,,,,,0.03246
7,28,194,4646,0.0715,0,0.05,0,0,0.648304374,0.49442371,0,21.1,24,0.15765,0.15765,0,0,0,0,0,,,,,,0.03153
7,28,194,4647,0.0807,0,0.05,0,0,0.671408843,0.385888935,0,20.6,24,0.2037,0.2037,0,0,0,0,0,,,,,,0.04074
7,28,194,4648,0.0909,0,0.05,0,0,0.773436293,0.307433548,0,21.7,24,0.25465,0.25465,0,0,0,0,0,,,,,,0.05093
7,28,194,4649,0.0928,0,0.05,0,0,0.940130959,0.194586258,0,22.8,22,0.2638,0.2638,0,0,0,0,0,,,,,,0.05276
7,28,194,4650,0.1001,0,0.05,0,0,0.987624463,0.087847871,0,23.3,22,0.3006,0.3006,0,0,0,0,-0.25,,,,,,0.06012
7,28,194,4651,0.1211,0,0.05,0,0,1.048297491,0.01736629,0,22.2,22,0.40565,0.40565,0,0,0,0,-0.75,,,,,,0.08113
7,28,194,4652,0.0992,0,0.05,0,0,1.22326602,0,0,21.7,22,0.2962,0.2962,0,0,0,0,-1.25,,,,,,0.05924
7,28,194,4653,0.0959,0,0.05,0,0,1.387499344,0,0,21.1,24,0.2797,0.2797,0,0,0,0,-0.5,,,,,,0.05594
7,28,194,4654,0.0857,0,0.05,0,0,1.168153611,0,0,20.6,24,0.2286,0.2286,0,0,0,0,0,,,,,,0.04572
7,28,194,4655,0.0837,0,0.05,0,0,0.881976128,0,0,20,24,0.2184,0.2184,0,0,0,0,0,,,,,,0.04368
7,28,194,4656,0.0781,0,0.05,0,0,0.59629794,0,0,19.4,24,0.1903,0.1903,0,0,0,0,0,,,,,,0.03806
7,29,195,4657,0.0788,0,0.05,0,0,0.483114317,0,0,19.4,24,0.1939,0.1939,0,0,0,0,0,,,,,,0.03878
7,29,195,4658,0.0817,0,0.05,0,0,0.428952881,0,0,18.3,24,0.2085,0.2085,0,0,0,0,0,,,,,,0.0417
7,29,195,4659,0.0839,0,0.05,0,0,0.41747792,0,0,18.3,24,0.21945,0.21945,0,0,0,0,0,,,,,,0.04389
7,29,195,4660,0.0763,0,0.05,0,0,0.416306322,0,0,18.9,24,0.1814,0.1814,0,0,0,0,0,,,,,,0.03628
7,29,195,4661,0.0621,0,0.05,0,0,0.463202513,0.00000761,0,18.3,22,0.11065,0.11065,0,0,0,0,0,,,,,,0.02213
7,29,195,4662,0.0778,0,0.05,0,0,0.591354278,0.027888613,0,18.9,22,0.1891,0.1891,0,0,0,0,0,,,,,,0.03782
7,29,195,4663,0.0745,0,0.05,0,0,0.756691984,0.107280194,0,20,22,0.1724,0.1724,0,0,0,0,-0.25,,,,,,0.03448
7,29,195,4664,0.0759,0,0.05,0,0,0.717519999,0.232245258,0,21.1,22,0.1794,0.1794,0,0,0,0,-0.5,,,,,,0.03588
7,29,195,4665,0.0779,0,0.05,0,0,0.669740573,0.340959516,0,22.2,24,0.1893,0.1893,0,0,0,0,-0.25,,,,,,0.03786
7,29,195,4666,0.0821,0,0.05,0,0,0.680182674,0.459732129,0,24.4,24,0.2104,0.2104,0,0,0,0,0,,,,,,0.04208
7,29,195,4667,0.0875,0,0.05,0,0,0.694565554,0.513976226,0,25.6,24,0.2374,0.2374,0,0,0,0,0,,,,,,0.04748
7,29,195,4668,0.0869,0,0.05,0,0,0.67945685,0.522277516,0,27.2,24,0.23465,0.23465,0,0,0,0,0,,,,,,0.04693
7,29,195,4669,0.0930,0,0.05,0,0,0.657591376,0.510755903,0,27.2,24,0.2648,0.2648,0,0,0,0,0,,,,,,0.05296
7,29,195,4670,0.1037,0,0.05,0,0,0.648304374,0.49442371,0,26.7,24,0.31855,0.31855,0,0,0,0,0,,,,,,0.06371
7,29,195,4671,0.0952,0,0.05,0,0,0.671408843,0.385888935,0,26.7,24,0.2761,0.2761,0,0,0,0,0,,,,,,0.05522
7,29,195,4672,0.1214,0,0.05,0,0,0.773436293,0.307433548,0,25,24,0.40715,0.40715,0,0,0,0,0,,,,,,0.08143
7,29,195,4673,0.1038,0,0.05,0,0,0.940130959,0.194586258,0,26.7,22,0.3192,0.3192,0,0,0,0,0,,,,,,0.06384
7,29,195,4674,0.0757,0,0.05,0,0,0.987624463,0.087847871,0,27.2,22,0.1787,0.1787,0,0,0,0,-0.25,,,,,,0.03574
7,29,195,4675,0.0785,0,0.05,0,0,1.048297491,0.01736629,0,25,22,0.1927,0.1927,0,0,0,0,-0.75,,,,,,0.03854
7,29,195,4676,0.0836,0,0.05,0,0,1.22326602,0,0,21.1,22,0.2182,0.2182,0,0,0,0,-1.25,,,,,,0.04364
7,29,195,4677,0.0779,0,0.05,0,0,1.387499344,0,0,21.1,24,0.18925,0.18925,0,0,0,0,-0.5,,,,,,0.03785
7,29,195,4678,0.0707,0,0.05,0,0,1.168153611,0,0,21.1,24,0.15335,0.15335,0,0,0,0,0,,,,,,0.03067
7,29,195,4679,0.0740,0,0.05,0,0,0.881976128,0,0,19.4,24,0.1701,0.1701,0,0,0,0,0,,,,,,0.03402
7,29,195,4680,0.0707,0,0.05,0,0,0.59629794,0,0,18.9,24,0.1536,0.1536,0,0,0,0,0,,,,,,0.03072
7,29,196,4681,0.0709,0,0.05,0,0,0.487061341,0,0,17.8,24,0.1543,0.1543,0,0,0,0,0,,,,,,0.03086
7,29,196,4682,0.0654,0,0.05,0,0,0.43156412,0,0,16.7,24,0.127,0.127,0,0,0,0,0,,,,,,0.0254
7,29,196,4683,0.0622,0,0.05,0,0,0.418843325,0,0,16.4,24,0.11085,0.11085,0,0,0,0,0,,,,,,0.02217
7,29,196,4684,0.0656,0,0.05,0,0,0.418977478,0,0,16.1,24,0.12775,0.12775,0,0,0,0,0,,,,,,0.02555
7,29,196,4685,0.0692,0,0.05,0,0,0.467299205,0.00000761,0,15.6,22,0.14615,0.14615,0,0,0,0,0,,,,,,0.02923
7,29,196,4686,0.0758,0,0.05,0,0,0.60197979,0.027888613,0,17.8,22,0.1791,0.1791,0,0,0,0,0,,,,,,0.03582
7,29,196,4687,0.0750,0,0.05,0,0,0.777853346,0.107280194,0,20.6,22,0.17485,0.17485,0,0,0,0,-0.25,,,,,,0.03497
7,29,196,4688,0.0755,0,0.05,0,0,0.7499573,0.232245258,0,22.2,22,0.17755,0.17755,0,0,0,0,-0.5,,,,,,0.03551
7,29,196,4689,0.0732,0,0.05,0,0,0.714771632,0.340959516,0,25.6,24,0.166,0.166,0,0,0,0,-0.25,,,,,,0.0332
7,29,196,4690,0.0773,0,0.05,0,0,0.731098903,0.459732129,0,26.7,24,0.18665,0.18665,0,0,0,0,0,,,,,,0.03733
7,29,196,4691,0.0771,0,0.05,0,0,0.747054313,0.513976226,0,27.2,24,0.1855,0.1855,0,0,0,0,0,,,,,,0.0371
7,29,196,4692,0.0787,0,0.05,0,0,0.727267357,0.522277516,0,28.3,24,0.1936,0.1936,0,0,0,0,0,,,,,,0.03872
7,29,196,4693,0.0792,0,0.05,0,0,0.701179408,0.510755903,0,28.9,24,0.19585,0.19585,0,0,0,0,0,,,,,,0.03917
7,29,196,4694,0.0831,0,0.05,0,0,0.687429946,0.49442371,0,28.9,24,0.2156,0.2156,0,0,0,0,0,,,,,,0.04312
7,29,196,4695,0.0763,0,0.05,0,0,0.708467816,0.385888935,0,30,24,0.1814,0.1814,0,0,0,0,0,,,,,,0.03628
7,29,196,4696,0.0742,0,0.05,0,0,0.809354212,0.307433548,0,30,24,0.17085,0.17085,0,0,0,0,0,,,,,,0.03417
7,29,196,4697,0.0729,0,0.05,0,0,0.975482889,0.194586258,0,30,22,0.1644,0.1644,0,0,0,0,0,,,,,,0.03288
7,29,196,4698,0.0739,0,0.05,0,0,1.021934779,0.087847871,0,29.4,22,0.16925,0.16925,0,0,0,0,-0.25,,,,,,0.03385
7,29,196,4699,0.0738,0,0.05,0,0,1.082542245,0.01736629,0,27.2,22,0.1691,0.1691,0,0,0,0,-0.75,,,,,,0.03382
7,29,196,4700,0.0757,0,0.05,0,0,1.25812139,0,0,24.4,22,0.1786,0.1786,0,0,0,0,-1.25,,,,,,0.03572
7,29,196,4701,0.0708,0,0.05,0,0,1.423106201,0,0,21.1,24,0.15405,0.15405,0,0,0,0,-0.5,,,,,,0.03081
7,29,196,4702,0.0670,0,0.05,0,0,1.196446822,0,0,20,24,0.1351,0.1351,0,0,0,0,0,,,,,,0.02702
7,29,196,4703,0.0657,0,0.05,0,0,0.897510973,0,0,18.3,24,0.12845,0.12845,0,0,0,0,0,,,,,,0.02569
7,29,196,4704,0.0650,0,0.05,0,0,0.602871623,0,0,17.2,24,0.12515,0.12515,0,0,0,0,0,,,,,,0.02503
7,29,197,4705,0.0688,0,0.05,0,0,0.487061341,0,0,17.2,24,0.14385,0.14385,0,0,0,0,0,,,,,,0.02877
7,29,197,4706,0.0697,0,0.05,0,0,0.43156412,0,0,16.7,24,0.1484,0.1484,0,0,0,0,0,,,,,,0.02968
7,29,197,4707,0.0670,0,0.05,0,0,0.418843325,0,0,15.6,24,0.13505,0.13505,0,0,0,0,0,,,,,,0.02701
7,29,197,4708,0.0653,0,0.05,0,0,0.418977478,0,0,15.6,24,0.12655,0.12655,0,0,0,0,0,,,,,,0.02531
7,29,197,4709,0.0644,0,0.05,0,0,0.467299205,0.00000761,0,15,22,0.12205,0.12205,0,0,0,0,0,,,,,,0.02441
7,29,197,4710,0.0690,0,0.05,0,0,0.60197979,0.027888613,0,18.3,22,0.1448,0.1448,0,0,0,0,0,,,,,,0.02896
7,29,197,4711,0.0689,0,0.05,0,0,0.777853346,0.107280194,0,21.7,22,0.14455,0.14455,0,0,0,0,-0.25,,,,,,0.02891
7,29,197,4712,0.0683,0,0.05,0,0,0.7499573,0.232245258,0,25,22,0.14165,0.14165,0,0,0,0,-0.5,,,,,,0.02833
7,29,197,4713,0.0710,0,0.05,0,0,0.714771632,0.340959516,0,27.8,24,0.15515,0.15515,0,0,0,0,-0.25,,,,,,0.03103
7,29,197,4714,0.0727,0,0.05,0,0,0.731098903,0.459732129,0,28.9,24,0.16355,0.16355,0,0,0,0,0,,,,,,0.03271
7,29,197,4715,0.0724,0,0.05,0,0,0.747054313,0.513976226,0,30,24,0.1622,0.1622,0,0,0,0,0,,,,,,0.03244
7,29,197,4716,0.0709,0,0.05,0,0,0.727267357,0.522277516,0,30.6,24,0.15425,0.15425,0,0,0,0,0,,,,,,0.03085
7,29,197,4717,0.0713,0,0.05,0,0,0.701179408,0.510755903,0,32.2,24,0.15635,0.15635,0,0,0,0,0,,,,,,0.03127
7,29,197,4718,0.0709,0,0.05,0,0,0.687429946,0.49442371,0,31.7,24,0.1545,0.1545,0,0,0,0,0,,,,,,0.0309
7,29,197,4719,0.0721,0,0.05,0,0,0.708467816,0.385888935,0,32.2,24,0.1603,0.1603,0,0,0,0,0,,,,,,0.03206
7,29,197,4720,0.0754,0,0.05,0,0,0.809354212,0.307433548,0,31.1,24,0.17705,0.17705,0,0,0,0,0,,,,,,0.03541
7,29,197,4721,0.0760,0,0.05,0,0,0.975482889,0.194586258,0,29.4,22,0.17995,0.17995,0,0,0,0,0,,,,,,0.03599
7,29,197,4722,0.0743,0,0.05,0,0,1.021934779,0.087847871,0,28.3,22,0.17145,0.17145,0,0,0,0,-0.25,,,,,,0.03429
