pMonth,pWeek,pDay,pHour,pBuy_Energy,pSell_Energy,pBuy_NetworkConnection,pBuy_FirmCapacity,pSell_FirmCapacity,pNonControllableLoad,pPV_Generation,pOtherNonControllableGen,pOutdoorTemp,pSetPoint,pSell_PrimaryUpCap,pSell_PrimaryDownCap,pSell_PrimaryEnergy,pBuy_PrimaryEnergy,pD2CPrimaryUp,pD2CPrimaryDown,pWH_use,pMonthly_Network_Cost,pHP_Month,pAC_Month,,,true NYISO lmp
2,8,47,1110,0.1582,0,0.05,0,0,0.551310487,0.027888613,0,-12,20,0.59115,0.59115,0,0,0,0,0,,,,,,0.11823
2,8,47,1111,0.1389,0,0.05,0,0,0.741530065,0.107280194,0,-12,20,0.4946,0.4946,0,0,0,0,-0.25,,,,,,0.09892
2,8,47,1112,0.0945,0,0.05,0,0,1.005129979,0.232245258,0,-11,20,0.27235,0.27235,0,0,0,0,-0.5,,,,,,0.05447
2,8,47,1113,0.1128,0,0.05,0,0,0.95755381,0.340959516,0,-8,17,0.364,0.364,0,0,0,0,-0.25,,,,,,0.0728
2,8,47,1114,0.1381,0,0.05,0,0,0.814286124,0.459732129,0,-7,17,0.4903,0.4903,0,0,0,0,0,,,,,,0.09806
2,8,47,1115,0.1020,0,0.05,0,0,0.809905787,0.513976226,0,-5,17,0.31,0.31,0,0,0,0,0,,,,,,0.062
2,8,47,1116,0.1175,0,0.05,0,0,0.826257819,0.522277516,0,-4,17,0.38765,0.38765,0,0,0,0,0,,,,,,0.07753
2,8,47,1117,0.1482,0,0.05,0,0,0.810988785,0.510755903,0,-3,17,0.541,0.541,0,0,0,0,0,,,,,,0.1082
2,8,47,1118,0.1453,0,0.05,0,0,0.789081335,0.49442371,0,-3,17,0.5266,0.5266,0,0,0,0,0,,,,,,0.10532
2,8,47,1119,0.1532,0,0.05,0,0,0.791095026,0.385888935,0,-3,17,0.5658,0.5658,0,0,0,0,0,,,,,,0.11316
2,8,47,1120,0.1319,0,0.05,0,0,0.843102761,0.307433548,0,-3,17,0.45935,0.45935,0,0,0,0,0,,,,,,0.09187
2,8,47,1121,0.1246,0,0.05,0,0,1.043036356,0.194586258,0,-3,20,0.4228,0.4228,0,0,0,0,0,,,,,,0.08456
2,8,47,1122,0.1397,0,0.05,0,0,1.435495931,0.087847871,0,-4,20,0.49825,0.49825,0,0,0,0,-0.25,,,,,,0.09965
2,8,47,1123,0.1889,0,0.05,0,0,1.732883278,0.01736629,0,-5,20,0.74435,0.74435,0,0,0,0,-0.75,,,,,,0.14887
2,8,47,1124,0.1853,0,0.05,0,0,1.868829595,0,0,-4,20,0.72645,0.72645,0,0,0,0,-1.25,,,,,,0.14529
2,8,47,1125,0.1758,0,0.05,0,0,1.790050495,0,0,-5,20,0.6792,0.6792,0,0,0,0,-0.5,,,,,,0.13584
2,8,47,1126,0.1594,0,0.05,0,0,1.613005672,0,0,-6,18,0.5971,0.5971,0,0,0,0,0,,,,,,0.11942
2,8,47,1127,0.1434,0,0.05,0,0,1.29413619,0,0,-6,18,0.51685,0.51685,0,0,0,0,0,,,,,,0.10337
2,8,47,1128,0.1526,0,0.05,0,0,0.992259378,0,0,-7,18,0.56295,0.56295,0,0,0,0,0,,,,,,0.11259
2,8,48,1129,0.1637,0,0.05,0,0,0.679348365,0,0,-7,18,0.6187,0.6187,0,0,0,0,0,,,,,,0.12374
2,8,48,1130,0.1604,0,0.05,0,0,0.557529983,0,0,-8,18,0.602,0.602,0,0,0,0,0,,,,,,0.1204
2,8,48,1131,0.1650,0,0.05,0,0,0.50640638,0,0,-8,18,0.6248,0.6248,0,0,0,0,0,,,,,,0.12496
2,8,48,1132,0.1491,0,0.05,0,0,0.494076219,0,0,-9,18,0.5455,0.5455,0,0,0,0,0,,,,,,0.1091
2,8,48,1133,0.1385,0,0.05,0,0,0.490784611,0.00000761,0,-8,20,0.4926,0.4926,0,0,0,0,0,,,,,,0.09852
2,8,48,1134,0.1276,0,0.05,0,0,0.551310487,0.027888613,0,-8,20,0.4381,0.4381,0,0,0,0,0,,,,,,0.08762
2,8,48,1135,0.1290,0,0.05,0,0,0.741530065,0.107280194,0,-8,20,0.44485,0.44485,0,0,0,0,-0.25,,,,,,0.08897
2,8,48,1136,0.2455,0,0.05,0,0,1.005129979,0.232245258,0,-8,20,1.02725,1.02725,0,0,0,0,-0.5,,,,,,0.20545
2,8,48,1137,0.1832,0,0.05,0,0,0.95755381,0.340959516,0,-7,17,0.71605,0.71605,0,0,0,0,-0.25,,,,,,0.14321
2,8,48,1138,0.1963,0,0.05,0,0,0.814286124,0.459732129,0,-6,17,0.7814,0.7814,0,0,0,0,0,,,,,,0.15628
2,8,48,1139,0.1475,0,0.05,0,0,0.809905787,0.513976226,0,-3,17,0.5377,0.5377,0,0,0,0,0,,,,,,0.10754
2,8,48,1140,0.1666,0,0.05,0,0,0.826257819,0.522277516,0,-3,17,0.63305,0.63305,0,0,0,0,0,,,,,,0.12661
2,8,48,1141,0.1696,0,0.05,0,0,0.810988785,0.510755903,0,-2,17,0.64775,0.64775,0,0,0,0,0,,,,,,0.12955
2,8,48,1142,0.1648,0,0.05,0,0,0.789081335,0.49442371,0,-2,17,0.6242,0.6242,0,0,0,0,0,,,,,,0.12484
2,8,48,1143,0.1491,0,0.05,0,0,0.791095026,0.385888935,0,-1,17,0.5456,0.5456,0,0,0,0,0,,,,,,0.10912
2,8,48,1144,0.1393,0,0.05,0,0,0.843102761,0.307433548,0,-2,17,0.4964,0.4964,0,0,0,0,0,,,,,,0.09928
2,8,48,1145,0.1283,0,0.05,0,0,1.043036356,0.194586258,0,-2,20,0.4417,0.4417,0,0,0,0,0,,,,,,0.08834
2,8,48,1146,0.1579,0,0.05,0,0,1.435495931,0.087847871,0,-2,20,0.58935,0.58935,0,0,0,0,-0.25,,,,,,0.11787
2,8,48,1147,0.1774,0,0.05,0,0,1.732883278,0.01736629,0,-2,20,0.6868,0.6868,0,0,0,0,-0.75,,,,,,0.13736
2,8,48,1148,0.1663,0,0.05,0,0,1.868829595,0,0,-3,20,0.6314,0.6314,0,0,0,0,-1.25,,,,,,0.12628
2,8,48,1149,0.1595,0,0.05,0,0,1.790050495,0,0,-3,20,0.5977,0.5977,0,0,0,0,-0.5,,,,,,0.11954
2,8,48,1150,0.2161,0,0.05,0,0,1.613005672,0,0,-3,18,0.88025,0.88025,0,0,0,0,0,,,,,,0.17605
2,8,48,1151,0.2411,0,0.05,0,0,1.29413619,0,0,-3,18,1.0057,1.0057,0,0,0,0,0,,,,,,0.20114
2,8,48,1152,0.1898,0,0.05,0,0,0.992259378,0,0,-3,18,0.74895,0.74895,0,0,0,0,0,,,,,,0.14979
2,8,49,1153,0.1269,0,0.05,0,0,0.685922048,0,0,-3,18,0.43465,0.43465,0,0,0,0,0,,,,,,0.08693
2,8,49,1154,0.2203,0,0.05,0,0,0.561477007,0,0,-3,18,0.9014,0.9014,0,0,0,0,0,,,,,,0.18028
2,8,49,1155,0.1806,0,0.05,0,0,0.509017618,0,0,-3,18,0.70315,0.70315,0,0,0,0,0,,,,,,0.14063
2,8,49,1156,0.1154,0,0.05,0,0,0.495441623,0,0,-3,18,0.3768,0.3768,0,0,0,0,0,,,,,,0.07536
2,8,49,1157,0.1192,0,0.05,0,0,0.493455766,0.00000761,0,-3,20,0.39595,0.39595,0,0,0,0,0,,,,,,0.07919
2,8,49,1158,0.1452,0,0.05,0,0,0.555407179,0.027888613,0,-3,20,0.5259,0.5259,0,0,0,0,0,,,,,,0.10518
2,8,49,1159,0.1187,0,0.05,0,0,0.752155577,0.107280194,0,-3,20,0.39325,0.39325,0,0,0,0,-0.25,,,,,,0.07865
2,8,49,1160,0.1264,0,0.05,0,0,1.026291341,0.232245258,0,-3,20,0.43205,0.43205,0,0,0,0,-0.5,,,,,,0.08641
2,8,49,1161,0.1314,0,0.05,0,0,0.989991111,0.340959516,0,-2,17,0.45685,0.45685,0,0,0,0,-0.25,,,,,,0.09137
2,8,49,1162,0.1433,0,0.05,0,0,0.859317182,0.459732129,0,0,17,0.5167,0.5167,0,0,0,0,0,,,,,,0.10334
2,8,49,1163,0.1645,0,0.05,0,0,0.860822016,0.513976226,0,1,17,0.6224,0.6224,0,0,0,0,0,,,,,,0.12448
2,8,49,1164,0.2010,0,0.05,0,0,0.878746578,0.522277516,0,2,17,0.8051,0.8051,0,0,0,0,0,,,,,,0.16102
2,8,49,1165,0.2162,0,0.05,0,0,0.858799291,0.510755903,0,3,17,0.8811,0.8811,0,0,0,0,0,,,,,,0.17622
2,8,49,1166,0.1859,0,0.05,0,0,0.832669367,0.49442371,0,4,17,0.7295,0.7295,0,0,0,0,0,,,,,,0.1459
2,8,49,1167,0.1432,0,0.05,0,0,0.830220598,0.385888935,0,4,17,0.5159,0.5159,0,0,0,0,0,,,,,,0.10318
2,8,49,1168,0.1426,0,0.05,0,0,0.880161734,0.307433548,0,4,17,0.51285,0.51285,0,0,0,0,0,,,,,,0.10257
2,8,49,1169,0.2077,0,0.05,0,0,1.078954275,0.194586258,0,3,20,0.83855,0.83855,0,0,0,0,0,,,,,,0.16771
2,8,49,1170,0.2160,0,0.05,0,0,1.470847861,0.087847871,0,1.8,20,0.8798,0.8798,0,0,0,0,-0.25,,,,,,0.17596
2,8,49,1171,0.1952,0,0.05,0,0,1.767193593,0.01736629,0,0.8,20,0.776,0.776,0,0,0,0,-0.75,,,,,,0.1552
2,8,49,1172,0.1582,0,0.05,0,0,1.903074349,0,0,-0.2,20,0.5911,0.5911,0,0,0,0,-1.25,,,,,,0.11822
2,8,49,1173,0.1427,0,0.05,0,0,1.824905866,0,0,-1,20,0.51365,0.51365,0,0,0,0,-0.5,,,,,,0.10273
2,8,49,1174,0.1410,0,0.05,0,0,1.648612529,0,0,-2,18,0.50475,0.50475,0,0,0,0,0,,,,,,0.10095
2,8,49,1175,0.1502,0,0.05,0,0,1.322429402,0,0,-2,18,0.55105,0.55105,0,0,0,0,0,,,,,,0.11021
2,8,49,1176,0.1603,0,0.05,0,0,1.007794223,0,0,-2,18,0.6016,0.6016,0,0,0,0,0,,,,,,0.12032
2,8,50,1177,0.1208,0,0.05,0,0,0.685922048,0,0,-3,18,0.40405,0.40405,0,0,0,0,0,,,,,,0.08081
2,8,50,1178,0.0965,0,0.05,0,0,0.561477007,0,0,-4,18,0.28225,0.28225,0,0,0,0,0,,,,,,0.05645
2,8,50,1179,0.1337,0,0.05,0,0,0.509017618,0,0,-4,18,0.46865,0.46865,0,0,0,0,0,,,,,,0.09373
2,8,50,1180,0.1629,0,0.05,0,0,0.495441623,0,0,-4,18,0.6144,0.6144,0,0,0,0,0,,,,,,0.12288
2,8,50,1181,0.1307,0,0.05,0,0,0.493455766,0.00000761,0,-4,20,0.45325,0.45325,0,0,0,0,0,,,,,,0.09065
2,8,50,1182,0.1307,0,0.05,0,0,0.555407179,0.027888613,0,-4,20,0.45325,0.45325,0,0,0,0,0,,,,,,0.09065
2,8,50,1183,0.1499,0,0.05,0,0,0.752155577,0.107280194,0,-3,20,0.5496,0.5496,0,0,0,0,-0.25,,,,,,0.10992
2,8,50,1184,0.1617,0,0.05,0,0,1.026291341,0.232245258,0,-2,20,0.6084,0.6084,0,0,0,0,-0.5,,,,,,0.12168
2,8,50,1185,0.1718,0,0.05,0,0,0.989991111,0.340959516,0,-1,17,0.6589,0.6589,0,0,0,0,-0.25,,,,,,0.13178
2,8,50,1186,0.2470,0,0.05,0,0,0.859317182,0.459732129,0,1,17,1.03515,1.03515,0,0,0,0,0,,,,,,0.20703
2,8,50,1187,0.1515,0,0.05,0,0,0.860822016,0.513976226,0,2,17,0.55765,0.55765,0,0,0,0,0,,,,,,0.11153
2,8,50,1188,0.1328,0,0.05,0,0,0.878746578,0.522277516,0,3,17,0.4641,0.4641,0,0,0,0,0,,,,,,0.09282
2,8,50,1189,0.1272,0,0.05,0,0,0.858799291,0.510755903,0,4,17,0.43575,0.43575,0,0,0,0,0,,,,,,0.08715
2,8,50,1190,0.1156,0,0.05,0,0,0.832669367,0.49442371,0,4,17,0.3779,0.3779,0,0,0,0,0,,,,,,0.07558
2,8,50,1191,0.1016,0,0.05,0,0,0.830220598,0.385888935,0,4,17,0.3081,0.3081,0,0,0,0,0,,,,,,0.06162
2,8,50,1192,0.1035,0,0.05,0,0,0.880161734,0.307433548,0,5,17,0.31755,0.31755,0,0,0,0,0,,,,,,0.06351
2,8,50,1193,0.1009,0,0.05,0,0,1.078954275,0.194586258,0,4,20,0.30435,0.30435,0,0,0,0,0,,,,,,0.06087
2,8,50,1194,0.1231,0,0.05,0,0,1.470847861,0.087847871,0,2,20,0.41565,0.41565,0,0,0,0,-0.25,,,,,,0.08313
2,8,50,1195,0.1039,0,0.05,0,0,1.767193593,0.01736629,0,2,20,0.3194,0.3194,0,0,0,0,-0.75,,,,,,0.06388
2,8,50,1196,0.1000,0,0.05,0,0,1.903074349,0,0,2,20,0.2998,0.2998,0,0,0,0,-1.25,,,,,,0.05996
2,8,50,1197,0.0962,0,0.05,0,0,1.824905866,0,0,1,20,0.2812,0.2812,0,0,0,0,-0.5,,,,,,0.05624
2,8,50,1198,0.0942,0,0.05,0,0,1.648612529,0,0,-1,18,0.27105,0.27105,0,0,0,0,0,,,,,,0.05421
2,8,50,1199,0.0995,0,0.05,0,0,1.322429402,0,0,-2,18,0.29725,0.29725,0,0,0,0,0,,,,,,0.05945
2,8,50,1200,0.0918,0,0.05,0,0,1.007794223,0,0,-3,18,0.2588,0.2588,0,0,0,0,0,,,,,,0.05176
2,8,51,1201,0.1105,0,0.05,0,0,0.679348365,0,0,-2,18,0.35235,0.35235,0,0,0,0,0,,,,,,0.07047
2,8,51,1202,0.0991,0,0.05,0,0,0.557529983,0,0,-2,18,0.2956,0.2956,0,0,0,0,0,,,,,,0.05912
2,8,51,1203,0.0928,0,0.05,0,0,0.50640638,0,0,-3,18,0.264,0.264,0,0,0,0,0,,,,,,0.0528
2,8,51,1204,0.1253,0,0.05,0,0,0.494076219,0,0,-3,18,0.42665,0.42665,0,0,0,0,0,,,,,,0.08533
2,8,51,1205,0.1294,0,0.05,0,0,0.490784611,0.00000761,0,-4,20,0.44675,0.44675,0,0,0,0,0,,,,,,0.08935
2,8,51,1206,0.0911,0,0.05,0,0,0.551310487,0.027888613,0,-5,20,0.2556,0.2556,0,0,0,0,0,,,,,,0.05112
2,8,51,1207,0.0958,0,0.05,0,0,0.741530065,0.107280194,0,-3,20,0.27875,0.27875,0,0,0,0,-0.25,,,,,,0.05575
2,8,51,1208,0.1057,0,0.05,0,0,1.005129979,0.232245258,0,-1,20,0.3283,0.3283,0,0,0,0,-0.5,,,,,,0.06566
2,8,51,1209,0.1202,0,0.05,0,0,0.95755381,0.340959516,0,0,17,0.40105,0.40105,0,0,0,0,-0.25,,,,,,0.08021
2,8,51,1210,0.1235,0,0.05,0,0,0.814286124,0.459732129,0,1,17,0.4177,0.4177,0,0,0,0,0,,,,,,0.08354
2,8,51,1211,0.1284,0,0.05,0,0,0.809905787,0.513976226,0,2,17,0.44195,0.44195,0,0,0,0,0,,,,,,0.08839
2,8,51,1212,0.1359,0,0.05,0,0,0.826257819,0.522277516,0,2,17,0.4797,0.4797,0,0,0,0,0,,,,,,0.09594
2,8,51,1213,0.1132,0,0.05,0,0,0.810988785,0.510755903,0,2,17,0.366,0.366,0,0,0,0,0,,,,,,0.0732
2,8,51,1214,0.1276,0,0.05,0,0,0.789081335,0.49442371,0,3,17,0.4379,0.4379,0,0,0,0,0,,,,,,0.08758
2,8,51,1215,0.1231,0,0.05,0,0,0.791095026,0.385888935,0,3,17,0.41535,0.41535,0,0,0,0,0,,,,,,0.08307
2,8,51,1216,0.1057,0,0.05,0,0,0.843102761,0.307433548,0,2,17,0.3284,0.3284,0,0,0,0,0,,,,,,0.06568
2,8,51,1217,0.0976,0,0.05,0,0,1.043036356,0.194586258,0,2,20,0.28785,0.28785,0,0,0,0,0,,,,,,0.05757
2,8,51,1218,0.1289,0,0.05,0,0,1.435495931,0.087847871,0,1,20,0.4445,0.4445,0,0,0,0,-0.25,,,,,,0.0889
2,8,51,1219,0.1159,0,0.05,0,0,1.732883278,0.01736629,0,0,20,0.3794,0.3794,0,0,0,0,-0.75,,,,,,0.07588
2,8,51,1220,0.1319,0,0.05,0,0,1.868829595,0,0,-1,20,0.4597,0.4597,0,0,0,0,-1.25,,,,,,0.09194
2,8,51,1221,0.1280,0,0.05,0,0,1.790050495,0,0,0,20,0.4401,0.4401,0,0,0,0,-0.5,,,,,,0.08802
2,8,51,1222,0.1297,0,0.05,0,0,1.613005672,0,0,1,18,0.4485,0.4485,0,0,0,0,0,,,,,,0.0897
2,8,51,1223,0.1178,0,0.05,0,0,1.29413619,0,0,1,18,0.3891,0.3891,0,0,0,0,0,,,,,,0.07782
2,8,51,1224,0.0837,0,0.05,0,0,0.992259378,0,0,1,18,0.2186,0.2186,0,0,0,0,0,,,,,,0.04372
2,8,52,1225,0.0842,0,0.05,0,0,0.679348365,0,0,1,18,0.22085,0.22085,0,0,0,0,0,,,,,,0.04417
2,8,52,1226,0.1454,0,0.05,0,0,0.557529983,0,0,2,18,0.52695,0.52695,0,0,0,0,0,,,,,,0.10539
2,8,52,1227,0.1365,0,0.05,0,0,0.50640638,0,0,2,18,0.48265,0.48265,0,0,0,0,0,,,,,,0.09653
2,8,52,1228,0.1241,0,0.05,0,0,0.494076219,0,0,2,18,0.4204,0.4204,0,0,0,0,0,,,,,,0.08408
2,8,52,1229,0.1227,0,0.05,0,0,0.490784611,0.00000761,0,2,20,0.4133,0.4133,0,0,0,0,0,,,,,,0.08266
2,8,52,1230,0.1130,0,0.05,0,0,0.551310487,0.027888613,0,2,20,0.36505,0.36505,0,0,0,0,0,,,,,,0.07301
2,8,52,1231,0.1303,0,0.05,0,0,0.741530065,0.107280194,0,2,20,0.45135,0.45135,0,0,0,0,-0.25,,,,,,0.09027
2,8,52,1232,0.1350,0,0.05,0,0,1.005129979,0.232245258,0,2,20,0.47495,0.47495,0,0,0,0,-0.5,,,,,,0.09499
2,8,52,1233,0.1922,0,0.05,0,0,0.95755381,0.340959516,0,2,17,0.7612,0.7612,0,0,0,0,-0.25,,,,,,0.15224
2,8,52,1234,0.1721,0,0.05,0,0,0.814286124,0.459732129,0,2,17,0.6604,0.6604,0,0,0,0,0,,,,,,0.13208
2,8,52,1235,0.1654,0,0.05,0,0,0.809905787,0.513976226,0,4,17,0.6268,0.6268,0,0,0,0,0,,,,,,0.12536
2,8,52,1236,0.1688,0,0.05,0,0,0.826257819,0.522277516,0,6,17,0.6438,0.6438,0,0,0,0,0,,,,,,0.12876
2,8,52,1237,0.1409,0,0.05,0,0,0.810988785,0.510755903,0,8,17,0.5046,0.5046,0,0,0,0,0,,,,,,0.10092
2,8,52,1238,0.1265,0,0.05,0,0,0.789081335,0.49442371,0,9,17,0.4323,0.4323,0,0,0,0,0,,,,,,0.08646
2,8,52,1239,0.1341,0,0.05,0,0,0.791095026,0.385888935,0,9,17,0.47045,0.47045,0,0,0,0,0,,,,,,0.09409
2,8,52,1240,0.1425,0,0.05,0,0,0.843102761,0.307433548,0,7,17,0.5126,0.5126,0,0,0,0,0,,,,,,0.10252
2,8,52,1241,0.1502,0,0.05,0,0,1.043036356,0.194586258,0,6,20,0.55105,0.55105,0,0,0,0,0,,,,,,0.11021
2,8,52,1242,0.1305,0,0.05,0,0,1.435495931,0.087847871,0,4,20,0.4526,0.4526,0,0,0,0,-0.25,,,,,,0.09052
2,8,52,1243,0.1226,0,0.05,0,0,1.732883278,0.01736629,0,5,20,0.4131,0.4131,0,0,0,0,-0.75,,,,,,0.08262
2,8,52,1244,0.1077,0,0.05,0,0,1.868829595,0,0,4,20,0.33855,0.33855,0,0,0,0,-1.25,,,,,,0.06771
2,8,52,1245,0.1078,0,0.05,0,0,1.790050495,0,0,3,20,0.33915,0.33915,0,0,0,0,-0.5,,,,,,0.06783
2,8,52,1246,0.0948,0,0.05,0,0,1.613005672,0,0,3,18,0.27405,0.27405,0,0,0,0,0,,,,,,0.05481
2,8,52,1247,0.0941,0,0.05,0,0,1.29413619,0,0,2,18,0.27035,0.27035,0,0,0,0,0,,,,,,0.05407
2,8,52,1248,0.1254,0,0.05,0,0,0.992259378,0,0,2,18,0.42675,0.42675,0,0,0,0,0,,,,,,0.08535
2,9,53,1249,0.1490,0,0.05,0,0,0.679348365,0,0,1,18,0.5451,0.5451,0,0,0,0,0,,,,,,0.10902
2,9,53,1250,0.1374,0,0.05,0,0,0.557529983,0,0,1,18,0.487,0.487,0,0,0,0,0,,,,,,0.0974
2,9,53,1251,0.1575,0,0.05,0,0,0.50640638,0,0,1,18,0.58735,0.58735,0,0,0,0,0,,,,,,0.11747
2,9,53,1252,0.1286,0,0.05,0,0,0.494076219,0,0,1,18,0.44295,0.44295,0,0,0,0,0,,,,,,0.08859
2,9,53,1253,0.1076,0,0.05,0,0,0.490784611,0.00000761,0,1,20,0.3379,0.3379,0,0,0,0,0,,,,,,0.06758
2,9,53,1254,0.1045,0,0.05,0,0,0.551310487,0.027888613,0,1,20,0.32245,0.32245,0,0,0,0,0,,,,,,0.06449
2,9,53,1255,0.1668,0,0.05,0,0,0.741530065,0.107280194,0,1,20,0.63385,0.63385,0,0,0,0,-0.25,,,,,,0.12677
2,9,53,1256,0.1353,0,0.05,0,0,1.005129979,0.232245258,0,2,20,0.47645,0.47645,0,0,0,0,-0.5,,,,,,0.09529
2,9,53,1257,0.1149,0,0.05,0,0,0.95755381,0.340959516,0,2,17,0.3745,0.3745,0,0,0,0,-0.25,,,,,,0.0749
2,9,53,1258,0.1689,0,0.05,0,0,0.814286124,0.459732129,0,3,17,0.6444,0.6444,0,0,0,0,0,,,,,,0.12888
2,9,53,1259,0.1444,0,0.05,0,0,0.809905787,0.513976226,0,3,17,0.52185,0.52185,0,0,0,0,0,,,,,,0.10437
2,9,53,1260,0.1378,0,0.05,0,0,0.826257819,0.522277516,0,4,17,0.48915,0.48915,0,0,0,0,0,,,,,,0.09783
2,9,53,1261,0.1271,0,0.05,0,0,0.810988785,0.510755903,0,4,17,0.43545,0.43545,0,0,0,0,0,,,,,,0.08709
2,9,53,1262,0.1127,0,0.05,0,0,0.789081335,0.49442371,0,4,17,0.36355,0.36355,0,0,0,0,0,,,,,,0.07271
2,9,53,1263,0.0941,0,0.05,0,0,0.791095026,0.385888935,0,4,17,0.2703,0.2703,0,0,0,0,0,,,,,,0.05406
2,9,53,1264,0.0715,0,0.05,0,0,0.843102761,0.307433548,0,3,17,0.1575,0.1575,0,0,0,0,0,,,,,,0.0315
2,9,53,1265,0.0456,0,0.05,0,0,1.043036356,0.194586258,0,3,20,0.028,0.028,0,0,0,0,0,,,,,,0.0056
2,9,53,1266,0.0576,0,0.05,0,0,1.435495931,0.087847871,0,2,20,0.088,0.088,0,0,0,0,-0.25,,,,,,0.0176
2,9,53,1267,0.0772,0,0.05,0,0,1.732883278,0.01736629,0,1,20,0.1859,0.1859,0,0,0,0,-0.75,,,,,,0.03718
2,9,53,1268,0.1184,0,0.05,0,0,1.868829595,0,0,1,20,0.3922,0.3922,0,0,0,0,-1.25,,,,,,0.07844
2,9,53,1269,0.1425,0,0.05,0,0,1.790050495,0,0,0,20,0.51225,0.51225,0,0,0,0,-0.5,,,,,,0.10245
2,9,53,1270,0.1286,0,0.05,0,0,1.613005672,0,0,0,18,0.44305,0.44305,0,0,0,0,0,,,,,,0.08861
2,9,53,1271,0.0906,0,0.05,0,0,1.29413619,0,0,-1,18,0.2531,0.2531,0,0,0,0,0,,,,,,0.05062
2,9,53,1272,0.0616,0,0.05,0,0,0.992259378,0,0,-2,18,0.10805,0.10805,0,0,0,0,0,,,,,,0.02161
2,9,54,1273,0.0914,0,0.05,0,0,0.679348365,0,0,-2,18,0.257,0.257,0,0,0,0,0,,,,,,0.0514
2,9,54,1274,0.0953,0,0.05,0,0,0.557529983,0,0,-3,18,0.27665,0.27665,0,0,0,0,0,,,,,,0.05533
2,9,54,1275,0.0625,0,0.05,0,0,0.50640638,0,0,-4,18,0.11235,0.11235,0,0,0,0,0,,,,,,0.02247
2,9,54,1276,0.0637,0,0.05,0,0,0.494076219,0,0,-4,18,0.1186,0.1186,0,0,0,0,0,,,,,,0.02372
2,9,54,1277,0.0714,0,0.05,0,0,0.490784611,0.00000761,0,-3,20,0.1571,0.1571,0,0,0,0,0,,,,,,0.03142
2,9,54,1278,0.0835,0,0.05,0,0,0.551310487,0.027888613,0,-4,20,0.21735,0.21735,0,0,0,0,0,,,,,,0.04347
2,9,54,1279,0.0885,0,0.05,0,0,0.741530065,0.107280194,0,-3,20,0.24235,0.24235,0,0,0,0,-0.25,,,,,,0.04847
2,9,54,1280,0.0608,0,0.05,0,0,1.005129979,0.232245258,0,-2,20,0.104,0.104,0,0,0,0,-0.5,,,,,,0.0208
2,9,54,1281,0.0604,0,0.05,0,0,0.95755381,0.340959516,0,-1,17,0.1019,0.1019,0,0,0,0,-0.25,,,,,,0.02038
2,9,54,1282,0.0563,0,0.05,0,0,0.814286124,0.459732129,0,2,17,0.0813,0.0813,0,0,0,0,0,,,,,,0.01626
2,9,54,1283,0.0936,0,0.05,0,0,0.809905787,0.513976226,0,2,17,0.268,0.268,0,0,0,0,0,,,,,,0.0536
2,9,54,1284,0.1085,0,0.05,0,0,0.826257819,0.522277516,0,3,17,0.3426,0.3426,0,0,0,0,0,,,,,,0.06852
2,9,54,1285,0.1059,0,0.05,0,0,0.810988785,0.510755903,0,4,17,0.3297,0.3297,0,0,0,0,0,,,,,,0.06594
2,9,54,1286,0.1033,0,0.05,0,0,0.789081335,0.49442371,0,6,17,0.3164,0.3164,0,0,0,0,0,,,,,,0.06328
2,9,54,1287,0.0946,0,0.05,0,0,0.791095026,0.385888935,0,6,17,0.27315,0.27315,0,0,0,0,0,,,,,,0.05463
2,9,54,1288,0.0921,0,0.05,0,0,0.843102761,0.307433548,0,6,17,0.26035,0.26035,0,0,0,0,0,,,,,,0.05207
2,9,54,1289,0.1061,0,0.05,0,0,1.043036356,0.194586258,0,6,20,0.3303,0.3303,0,0,0,0,0,,,,,,0.06606
2,9,54,1290,0.1042,0,0.05,0,0,1.435495931,0.087847871,0,4,20,0.32085,0.32085,0,0,0,0,-0.25,,,,,,0.06417
2,9,54,1291,0.1303,0,0.05,0,0,1.732883278,0.01736629,0,2,20,0.45125,0.45125,0,0,0,0,-0.75,,,,,,0.09025
2,9,54,1292,0.1446,0,0.05,0,0,1.868829595,0,0,1,20,0.5229,0.5229,0,0,0,0,-1.25,,,,,,0.10458
2,9,54,1293,0.1113,0,0.05,0,0,1.790050495,0,0,1,20,0.35625,0.35625,0,0,0,0,-0.5,,,,,,0.07125
2,9,54,1294,0.0990,0,0.05,0,0,1.613005672,0,0,0,18,0.2948,0.2948,0,0,0,0,0,,,,,,0.05896
2,9,54,1295,0.1186,0,0.05,0,0,1.29413619,0,0,-1,18,0.39315,0.39315,0,0,0,0,0,,,,,,0.07863
2,9,54,1296,0.0601,0,0.05,0,0,0.992259378,0,0,-1,18,0.10065,0.10065,0,0,0,0,0,,,,,,0.02013
2,9,55,1297,0.0467,0,0.05,0,0,0.679348365,0,0,-1,18,0.0336,0.0336,0,0,0,0,0,,,,,,0.00672
2,9,55,1298,0.0739,0,0.05,0,0,0.557529983,0,0,-1,18,0.16935,0.16935,0,0,0,0,0,,,,,,0.03387
2,9,55,1299,0.0626,0,0.05,0,0,0.50640638,0,0,-1,18,0.11305,0.11305,0,0,0,0,0,,,,,,0.02261
2,9,55,1300,0.0643,0,0.05,0,0,0.494076219,0,0,-1,18,0.1216,0.1216,0,0,0,0,0,,,,,,0.02432
