pBatt_DischargeEff,pBatt_ChargeEff,pBatt_CDeg,pBatt_InitialSOC,pBatt_SOCMax,pBatt_SOCMin
1,1,0.1,0.5,1,0.1
,,,,,
,,,,,
,,,,,
,,,,,
