"PV_Cap","pBatt_NominalE","pBatt_DischargeCapacity","pBatt_ChargeCapacity","pBatt_DischargeEff","pBatt_ChargeEff","pBatt_CDeg","pBatt_InitialSOC","pBatt_SOCMax","pBatt_SOCMin","pDeadband_HVAC","pCapacitance_HVAC","pResistance_HVAC","pCOP_HVAC","pMaxPower_HVAC","pDeadband_WH","pCapacitance_WH","pResistance_WH","pCOP_WH","pMaxPower_WH","pLoadTime","pFlexWindow","pNumCycles","pMaxLoad","pTotal_SL_kWh"
4.0,5.0,2.5,2.5,1.0,1.0,0.1,0.5,1.0,0.1,1.0,2.1121551913987617,4.043944937662733,2.312957155243346,5.257043409868372,4.0,0.5,116.0,1.0,4.539259128444672,8.0,6.0,3.0,1.0,1.0
